,Train_Data_Size,Transformation,W,b,Residuals_Per_Image,Accuracy,Co_Sim_CLS
0,10,Transformation_Matrix_W,"[[-0.37819427  0.13686103  0.19796215 ...  0.4420157  -0.5475923
   0.09456577]
 [-0.73676026  0.57997996  0.50225323 ...  0.49266312 -0.08431993
  -0.3939756 ]
 [ 0.55090827 -0.49698365  0.17467336 ...  0.15811154 -0.3952705
   0.18603426]
 ...
 [ 0.5548937  -0.5967247  -0.22291781 ... -0.43405482  0.16645508
   0.05952202]
 [-0.75836504  1.3618656   0.24160196 ...  0.42986333  0.71295494
  -0.5648115 ]
 [-0.886558    1.1583376   0.24831215 ...  0.33381027  0.530337
  -0.40824318]]",,[],0.11935310387215735,0.29547397393266456
1,10,Transformation_Matrix_W,"[[ 0.3144625  -0.09355695  0.04592227 ...  0.23294935 -0.24361973
   0.2853499 ]
 [-0.12546879 -0.20508583  0.18728302 ...  0.08308096 -0.42944103
  -0.27980426]
 [ 0.00393598 -0.06210462  0.14036119 ...  0.19105907 -0.35736552
  -0.01618253]
 ...
 [-0.15288354  0.12780677  0.01704902 ...  0.06086221 -0.05793763
   0.01099241]
 [ 0.24000478  0.02485781 -0.17330398 ... -0.04050864  0.113668
   0.13647316]
 [-0.5814877   0.6764647   0.02020447 ...  0.06095822  0.35394144
  -0.31687158]]",,[],0.11919944683466503,0.33852967652846905
2,10,Transformation_Matrix_W,"[[ 0.32666412 -0.39425752  0.11663265 ...  0.1961874  -0.6657815
  -0.05287353]
 [-0.25469768  0.13210994  0.18399027 ...  0.11162646 -0.01662687
  -0.11198916]
 [ 0.06321404 -0.22513826  0.20256393 ...  0.05826111 -0.20915923
  -0.10346965]
 ...
 [ 0.22406626 -0.04500093 -0.14116305 ... -0.05900577 -0.09926713
   0.01926676]
 [-0.20350242 -0.01796154 -0.11330164 ... -0.17860425  0.09889852
  -0.16627817]
 [-0.42486742  0.30007163  0.12060843 ...  0.0984893   0.0772547
  -0.2736505 ]]",,[],0.1242701290719115,0.313746860996804
3,10,Transformation_Matrix_W,"[[-2.1834499e-01 -2.8202373e-03  1.8913049e-01 ...  2.9061231e-01
  -4.0847239e-01 -9.4672345e-02]
 [-3.7061613e-02  1.3745907e-01  1.0776423e-01 ...  1.9138129e-01
  -9.9972069e-02  1.7244896e-01]
 [ 1.3998260e-03  3.6465454e-01 -2.1183933e-01 ...  3.9518452e-03
   1.2471415e-01  2.2127721e-01]
 ...
 [ 4.7533271e-01 -2.0081106e-01  6.5074987e-03 ...  1.0616963e-01
  -1.9238573e-01  2.7413341e-01]
 [ 1.3454044e-01  9.1283219e-03 -5.2899089e-02 ... -2.1404730e-02
   8.7988055e-06  2.2157966e-01]
 [-1.9502145e-01 -5.6165092e-02  1.3509262e-01 ...  8.5057206e-03
  -4.6300691e-02 -3.4694195e-01]]",,[],0.133720036877689,0.3490908567676966
4,10,Transformation_Matrix_W,"[[ 0.1190468  -0.05097121  0.12286744 ...  0.26823014 -0.2589634
   0.1194499 ]
 [ 0.07634342 -0.17405236  0.14075644 ...  0.0306991  -0.24155703
  -0.12564473]
 [-0.0288437   0.10884617  0.04677618 ...  0.06141311  0.01499696
   0.02350906]
 ...
 [-0.00883461 -0.12273797  0.10371371 ...  0.03840062 -0.22353137
  -0.20564899]
 [-0.04204817 -0.13595636 -0.01510533 ... -0.11830081  0.00499112
  -0.14482115]
 [ 0.19494717 -0.16955051 -0.09440757 ... -0.150063    0.01450515
  -0.06462069]]",,[],0.13368162261831593,0.38037316512124253
5,10,Transformation_Matrix_W,"[[ 0.14907631 -0.14789465 -0.01075157 ... -0.00275151 -0.0228269
  -0.00431814]
 [ 0.0414355  -0.00144377  0.00333045 ...  0.03232933 -0.03232404
   0.03784393]
 [-0.02457508 -0.0682714   0.13254859 ... -0.01041222 -0.12172046
  -0.1938604 ]
 ...
 [ 0.04694332 -0.04228789  0.10441027 ...  0.18968028 -0.2139188
   0.05933339]
 [ 0.03214917 -0.18002936 -0.02416994 ... -0.08948588  0.0369154
  -0.0370674 ]
 [ 0.03061061  0.03999437 -0.01973615 ... -0.01865892  0.09071102
   0.03784635]]",,[],0.1350261216963737,0.39958943400980507
6,10,Transformation_Matrix_W,"[[ 0.105823   -0.20885408  0.04873667 ... -0.00658904 -0.11885408
  -0.05635927]
 [ 0.05908109  0.02950649  0.00188704 ...  0.04661001 -0.02068907
   0.09718387]
 [-0.09916896 -0.02516017 -0.01779787 ... -0.00987952 -0.05787776
  -0.0801338 ]
 ...
 [ 0.09779392  0.00063751 -0.01202561 ...  0.03346369 -0.01975203
   0.05727973]
 [ 0.08207646 -0.10290896  0.02808061 ... -0.04118552 -0.01210878
  -0.03494139]
 [ 0.03576472 -0.04577537 -0.05422135 ... -0.07468113  0.04740593
   0.03050073]]",,[],0.12772741241548863,0.4174303752930803
7,10,Transformation_Matrix_W,"[[ 0.05715831 -0.14451504  0.00878    ... -0.03998887 -0.06690977
  -0.06180313]
 [ 0.06751904 -0.01252948 -0.02966253 ... -0.02281819  0.02946179
   0.07046596]
 [ 0.00105568 -0.05339041 -0.0745701  ... -0.0818568   0.02681944
  -0.03052267]
 ...
 [-0.05231345 -0.02724838  0.02439063 ...  0.00522837 -0.04437409
  -0.03622481]
 [-0.01937759 -0.07856795  0.07304017 ...  0.00620464 -0.07301665
  -0.0791833 ]
 [ 0.10163663  0.00746038  0.00294729 ...  0.02091695  0.0081828
   0.09533226]]",,[],0.12304087277197295,0.4227755211787962
8,10,Transformation_Matrix_W,"[[ 0.01827038 -0.05732951  0.01239344 ... -0.00484282 -0.03715418
   0.00293339]
 [-0.00320077  0.0414783  -0.02131491 ...  0.0358246   0.00096042
   0.07442197]
 [ 0.04381698 -0.03994134 -0.04897253 ... -0.03656294 -0.01007191
  -0.00044151]
 ...
 [-0.03048792  0.04488483  0.03405743 ...  0.02895182 -0.03699112
  -0.00322802]
 [-0.03041726 -0.04477299 -0.00810497 ... -0.00470574 -0.00902902
  -0.02341612]
 [ 0.00170872 -0.0439216   0.02650411 ...  0.01734213 -0.05108202
   0.02138914]]",,[],0.12334818684695759,0.43353790081396737
9,10,Transformation_Matrix_W,"[[ 0.04432279 -0.020123    0.02987845 ...  0.02080328 -0.03567587
   0.00698593]
 [-0.02166068  0.02175704 -0.00514151 ...  0.00748568  0.00754129
   0.02179915]
 [-0.00493617 -0.04339339 -0.05568115 ... -0.05749337  0.03059192
  -0.02911019]
 ...
 [-0.03958364  0.04193398  0.03558226 ...  0.02451592 -0.00788641
  -0.01538152]
 [ 0.00364984 -0.02020525 -0.00286308 ... -0.03191928  0.03053491
  -0.04001458]
 [ 0.0032678   0.02610791 -0.00096698 ...  0.00530425  0.03453911
   0.04354406]]",,[],0.12315611555009219,0.42790183285823324
