,Train_Data_Size,Transformation,W,b,Residuals_Per_Image,Accuracy,Co_Sim_CLS
0,1350,Transformation_Matrix_W,"[[ 353.8561   -154.38412    81.07196  ...  268.80695  -194.46744
  -521.89264 ]
 [ -85.80244   117.644165   16.473173 ... -310.38715    62.000492
   -12.441794]
 [ 211.84538   144.39124  -200.11977  ...  258.48837  -156.0578
   365.70255 ]
 ...
 [ 187.93951   121.34931   254.93546  ...  138.19096    20.850784
  -111.914085]
 [-167.57434   369.7759    477.9461   ...  258.01416  -121.75911
  -240.64305 ]
 [ 355.72986  -258.71417    95.338    ...  339.12573   -72.96707
    58.19263 ]]",,"[ 119.974266  199.45496    87.498276  108.2078     83.82277    97.248924
  108.58111   173.65466    90.15019   218.25345   112.089035  126.621284
  195.15025   114.00229   113.44909   183.5298     55.584846   79.55188
  138.10378    70.351006  168.9384    134.43523    88.52734   109.66461
  161.64963   216.32112   118.56456    94.26197    90.3812    129.98344
   50.6665    133.15999   178.45862    60.582977  105.66905   168.31624
   59.423187   78.54587    65.356636  129.9788    122.254425  102.6624
   81.05554    74.541084   71.99839   108.91405    71.4787    121.081955
  135.96523   100.59987   110.05077    82.41744   165.73283    92.78758
   55.130604   61.64477    70.74598    94.65981   144.9694    216.71384
  117.3448    179.58228    85.01528    62.170464   38.610794   97.73094
  105.92953   141.52669   236.82707   119.781235  212.2333    183.3057
   93.498436   84.47286   101.60776   136.57065    50.759315   69.79475
  150.88869    48.102173   83.85082   143.61475    91.46204   128.07433
   95.84205   325.0076    229.06798    94.90621    73.89455   150.24554
   86.939995   99.543945   71.58821    94.513885   60.581314  113.654724
   83.47308   107.92498   110.9211    111.13889   194.032     186.33803
  192.14886   116.53888    66.088036  257.8326     48.015633  281.2636
   92.81353   101.54556   123.91333   100.29193    96.178734   98.779305
  138.53294   122.33155   162.65039    50.60372    92.66795   188.2103
   71.71441   174.37744    73.87717   105.75648    75.97731    77.00812
  110.09622    97.11434    99.92908    58.14632    76.03685    42.33372
  222.26448    60.279667   75.86677    99.79319   122.434265   50.315907
   96.3406     76.18205    84.795784  112.72025   233.70699   108.29557
  240.5034    154.12271   207.69699    87.25972   160.02968   150.44817
   77.52862   131.44025    42.269547  175.71376    83.83346   144.46027
  103.20436   123.66862   131.32184   122.157265  179.7776    105.41439
  109.493774   45.737335   79.11334    70.307396  104.3396     57.444973
  148.38434   112.39282   105.58327   107.08895   102.212326  113.1418
  143.36731   142.15862   255.70201   158.549     106.871925  203.71658
  120.67002   193.24333   156.97731    45.253986   71.54644    32.626606
   32.469574  113.84461   117.438995  116.95823   151.31285    27.022167
   84.50517    54.483067   99.80309   102.078735  137.89165   196.37917
   97.884766  198.60016    51.008656  107.84091   118.930115  166.9904
  194.75172   113.20464   125.18446   147.57736    68.62739   170.43123
  147.45297   136.98375    44.604347   94.13833   139.40643    80.44067
  105.346085  139.96394    89.51006   105.294945   97.061     146.04955
   61.79092   140.83543   199.5356     39.70917   109.63086   102.947334
   98.42085    86.77401   274.0835     51.5875    180.12343   112.8144
  187.73787    89.736626  159.81496   105.163826   69.52465   120.43899
   88.15443    94.881226   47.45012   103.14627   116.45938    46.445538
   77.20202   156.78282   181.92448    84.7802    185.27234    67.70753
   66.29889    72.205925  104.151985   39.671387   78.8379    149.56978
   35.213486   50.249474  134.62872   194.02205    55.99072    88.170265
  209.66115    58.258625  120.37111    76.380226   92.8945    100.13535
   75.65139   162.22461   263.5887     52.394314  111.00828    87.091965
   78.10112   114.83235    63.789894   74.31463   164.49991   135.6288
  265.8241    187.59277    74.73899   142.42456   131.06227    61.676075
  120.62878   146.59886   194.11328   110.977325  183.71312   277.03983
  127.67698   106.32688   167.02328   175.14252   198.44281   125.24071
   89.4533    113.6224     93.607506   97.22945   123.554054   50.834248
  116.38306   116.62786    51.96308    57.0275    127.76745    41.90331
  155.77284   137.21419   111.350655   73.78633    89.81549   125.999275
  126.770355   69.15657    75.90101    63.38612   133.04683   101.90842
  299.7804    118.34831    77.98289    84.77109    92.94729   115.16765
  112.00329   155.70207    89.306305   97.70837   163.078     114.729614
   82.42722   136.78734   202.92662    72.67546   135.03777    47.0049
   63.90341    56.071083   58.69946   244.32083    99.42692   117.08619
   78.09673   216.16551    72.746445   70.17894   194.68845    76.81105
   90.55637   184.35284    57.488262   97.79582    90.17096   113.75378
  113.95981    97.36943   157.58464    61.238243   99.09356   103.69413
  112.17818    78.83076    93.634544   71.41907   132.35548   117.93125
   51.515213  123.24367   223.87943    78.78103    92.3777    131.01634
  118.61292   146.19435   142.51096    79.92303   141.60902   166.77286
   43.602863   74.1916     96.87175   149.48428   218.37933   161.0781
   89.66472    97.422935  107.88231   143.53201   107.20662   113.28834
  119.79221   103.6755     97.611206   97.56296   105.475204   91.01097
   84.669304   93.35137   121.589806  205.70282    81.949295   92.14595
   79.31937    71.23874    59.480034   84.938896  169.17195   126.96663
  112.337654  187.02208    93.47146   126.593254  114.99775   143.35
  216.35727    56.68527   189.21277   116.54285    70.2352     91.885666
  137.64839   170.84166    58.70835    35.031216   88.98597   146.84036
   55.82818   122.92401   138.99777    94.314354  114.1423    234.26192
   65.64132   146.0165    223.19359   146.44614   117.48821   127.88583
  165.0524     84.28183    53.925533  110.97465   133.64514    89.32586
   80.9345    125.920265  112.12127    96.444214   82.679794   41.6676
  259.34277   179.21149    66.74564   178.7385    138.18158   103.16189
   60.425056  140.93343    75.272804   54.579643   59.348366  244.77534
   69.17594   163.39803   239.93208    71.99356    77.89342    77.443756
  109.7912    122.63061    67.496346  144.01646   161.79184    70.35961
  163.5057    124.40232    41.557804  207.78493    71.16279    74.99917
  147.20145   162.40448   129.40363    53.28687    65.2711    180.05553
   77.67824   160.18375   204.84021    68.82362   113.80885   184.01912
  161.05313    94.64262   228.37572    77.56511   109.751175  145.5397
   78.967125   48.260605  240.36371    87.711      85.02762    62.190216
  207.8446    117.675606   56.05081    43.88931   114.588425  125.84526
  145.31801   123.41694    85.61755    60.309273  106.15832   346.5783
   80.52244    84.49068   324.89276    54.98403    63.950184  137.4179
   54.750732  111.10098   109.87997   122.05401    91.58783    87.71812
  104.24794   124.220085  102.46764   103.28431   167.74202   210.46999
  160.61124   133.22769   120.69076   111.25943    67.719086  165.66682
   84.72649    99.43894   162.61955   122.07573    66.9734     93.31561
   87.48331   242.4752     93.70531    94.54479    70.270996   49.72979
   55.570217   95.7532     79.88724    87.13055   144.54921    32.814545
  118.79653    61.570606   91.846214   90.66468   140.70274   160.0961
  125.29198   126.118225  198.43846    63.720947  106.69168   247.23271
   76.14576    44.047356  148.54588    57.631218  208.21567   109.70344
  211.1527     64.34257   133.51192   142.6863    166.96577   144.26541
  179.36597   115.00088   263.65167    48.615677   65.106865   96.97978
   70.333694  184.3756    104.19047    87.63095    43.913788  101.41746
  115.87785   108.514465  105.741486   79.260216 2112.496     185.7611
  111.21223    89.89284    72.456924   69.753235   57.904625  171.83485
   68.64576    82.09284   102.06758    37.128963   79.40201   157.01756
   58.689987  245.73175    97.054794  127.7446     61.91502    48.100277
   40.692455   59.72248    59.81896   136.81456    88.02537   174.87537
   59.473324  166.2585    119.438705  103.23443    93.76859    93.106926
   26.585264  109.63492   118.34799   109.118416  103.78018    49.062237
  132.75307    73.81514   164.06978    76.9778    141.69565   181.8278
   65.76971   151.55058    54.378098   67.97141   133.18466    57.473755
  140.8135     80.43713    85.56581   104.39488    78.71557    84.81087
   89.69148   180.68735   107.539764  158.7093    155.16855   122.45564
  209.49326   180.91891   129.97325    92.77637   199.9077     43.850754
  202.64578    64.25897   158.1205    162.1622     47.530293   59.0603
  101.8879     57.41708   165.3248     62.78349   141.19429   128.54576
  173.02118    59.003983   57.315865  176.40265    97.51851   124.55189
  127.01407   105.28526    78.20806    83.09998    74.444435   38.35687
  150.0485     70.2731    117.37275   203.35677   182.50278   125.794
  101.45528   242.72267   169.87001    94.237045  104.2598    157.05196
  132.78223   149.94514   109.8868     91.23028    46.234386   75.33521
  143.85397   132.87743   118.62364   111.97965    73.07158    50.0014
  180.24141    85.019905   84.40084   135.89604    75.339      65.11392
   97.3554    110.253654   96.90144   101.287636  124.25049    61.730347
   57.275146  322.19864   138.74078   171.73376   115.50947   124.10691
   55.310463   40.530296  162.01558   222.64828   180.02635    34.189873
  125.24386    65.90009   124.611916  168.93242    85.22408    62.23328
   87.90799    70.69498   123.165886   65.42619   113.48453   161.6426
   88.019714   81.385284   73.3088    143.48322    54.14787   107.696815
   84.60989   102.13585   115.23933   160.32556    68.05623   134.5073  ]",0.14124923171481255,0.3406141043002248
1,1350,Transformation_Matrix_W,"[[ 205.19339  -126.69504   220.7316   ...  333.54184  -155.6472
  -563.3444  ]
 [ -62.517284 -280.16107  -169.5966   ... -108.56415  -152.0385
  -334.13303 ]
 [  24.615795  229.81921    85.216805 ... -113.95792    63.980907
    75.2386  ]
 ...
 [  63.185463 -171.43742   182.80342  ...  -90.832375   86.215126
  -283.48965 ]
 [ 157.14359  -251.46613    76.89684  ...   76.96548  -321.9761
  -234.45297 ]
 [  96.2854    -41.40063     6.496207 ... -262.2823    398.8141
  -116.4279  ]]",,"[ 109.03698   181.91586    81.950554  104.00285    76.522224   86.84796
   97.73121   175.17445    82.38733   192.06084   103.6736    115.60191
  185.98578   111.13909   107.09397   165.43634    48.423523   65.79451
  117.53328    63.094635  152.75769   121.73701    79.71842    98.57999
  142.34108   194.46126   107.175705   80.637436   80.027664  115.80461
   42.518646  126.38063   157.3872     59.008636  107.82645   151.0888
   56.788925   69.34565    61.30965   114.18766   109.74293   101.90773
   76.50209    73.709885   64.36701   104.69581    63.70204   120.24857
  121.694275   93.73597    90.9207     75.9142    159.79243    85.83879
   49.3702     62.261616   69.98623    88.43655   136.755     205.88768
   89.682915  171.34793    77.332405   59.33884    37.043354   86.18839
   94.064415  125.04297   219.73988   111.90638   199.75652   160.02872
   88.34845    80.162186   98.141716  124.917305   44.610004   61.3437
  135.95528    44.31346    81.697266  125.22614    90.53539   116.7236
   90.15893   291.88904   216.36035    79.58546    70.51402   125.90192
   77.6338     91.74634    64.83697    88.06686    57.149387  102.99029
   76.763084  104.00442    99.126884  114.79215   180.32173   179.20023
  166.08693    99.30908    62.834064  234.67712    43.11571   241.70306
   82.17107    92.501686  111.73938    92.966286   93.377      83.67677
  120.880104  112.860085  151.21693    45.365047   82.57839   177.4177
   69.4117    166.76814    74.73699    94.39804    66.326805   64.36623
  101.25778    85.448524   85.66275    51.996758   64.54232    38.77751
  200.17014    52.982838   71.47967    89.51607   102.3668     47.971066
   84.81423    68.603004   80.61448   118.22727   219.76736    95.132706
  205.6316    143.05591   205.30756    83.5835    146.63326   134.06485
   67.229996  116.040764   38.377426  156.03113    82.93035   141.75876
  105.955414  110.94912   122.85074   105.19485   168.96263   106.08495
   98.51363    42.99497    70.42711    70.14064    98.4135     49.327152
  146.65689   108.19933    89.021774   90.46998    96.18684    99.83448
  129.35083   141.39514   255.29396   154.11458    97.821556  175.4807
  110.70503   173.23286   142.76468    42.363007   65.02907    29.189304
   30.721714  102.40011   115.363396  106.09027   131.00693    24.214394
   81.29802    49.309875   91.10784    93.89334   117.17299   176.12616
   93.80368   179.27849    48.36317   103.38615   118.24871   161.08446
  188.61217   107.73165   114.412544  135.5784     67.51645   145.23251
  127.57898   134.82054    42.045082   79.7474    131.95294    78.60344
   93.52115   122.86771    85.72308   100.173874   92.925835  131.06598
   56.487926  128.49425   178.29706    33.233894  103.621544   97.049286
   99.38354    80.89206   248.72874    47.321316  167.09003   103.0923
  178.87253    79.6704    138.08778    89.963      61.400032   99.31027
   83.38536    84.335075   48.90025    86.94143   105.14044    44.531654
   73.05036   146.5088    159.96518    90.32933   181.41748    63.971043
   62.478767   64.19814    83.93635    35.811768   70.93907   126.9735
   33.779434   48.18736   128.07512   166.20361    50.07657    81.79779
  184.27931    56.84912   110.84842    70.6417     89.7871     99.79747
   67.52077   148.79753   233.75104    44.011787  110.89884    71.251976
   77.771385  102.93511    52.884872   61.9148    162.63612   121.55568
  224.53848   174.52177    71.111336  126.19242   118.51715    55.59175
  114.74274   132.79262   175.18115    97.8446    159.17801   268.72644
  118.28189    96.737495  152.99863   145.45242   195.42856   116.79279
   86.70612    98.92763    88.17598    86.35238   111.975365   45.322784
  100.017685  111.98717    45.39366    45.650517  126.96125    37.641094
  149.81978   139.4549    104.11638    64.5072     87.8423    122.42866
  119.03072    66.65272    71.53573    54.590828  117.12483   104.21872
  293.51978    99.25965    73.86905    72.59326    81.670135  109.85511
   93.12861   156.66422    87.93891    86.78187   163.83336   103.07468
   67.2891    116.63352   188.31787    67.92518   125.748024   47.100346
   56.16833    52.076702   51.496517  232.36943    96.88376   107.92803
   79.23648   210.75334    64.90375    67.422585  164.0472     71.96952
   78.13221   168.96501    53.633575   86.6447     77.50276   104.63195
  107.74429    80.1727    151.14464    53.852093   93.85071    89.67979
   99.62147    71.975      89.04701    69.46517   127.65127   103.694435
   47.54151   115.13887   196.18385    67.97727    81.4601    118.1369
  114.26053   125.356636  119.21041    68.99015   121.38537   150.77466
   38.54809    66.11528    93.90695   142.26526   186.75299   136.46898
   80.00228    91.56224    98.823944  123.92484    98.08893   108.44827
  105.0517     90.6587     88.015114   81.99428    93.162834   85.14717
   81.26579    82.35943   102.02185   185.99963    76.15531    78.639046
   69.06167    71.749535   59.80861    81.232895  159.05193   120.91861
   97.52436   182.09685    78.85374   109.64419   100.89771   136.37524
  169.01274    52.527267  184.28766   112.27485    65.27956    94.38515
  127.40315   164.25496    51.80224    32.872208   83.29348   150.58165
   51.234177  112.632225  125.59972    77.75483    98.930115  214.17186
   59.229477  137.4829    197.5458    130.02048   115.89781   116.490906
  151.6495     78.01775    51.135464  104.45489   116.63059    83.27465
   67.482124  118.66308   104.9475     83.20715    67.60738    35.627308
  241.44586   169.4419     63.9213    175.07385   120.26771    96.4599
   58.504337  134.20618    68.459435   50.080658   50.102074  240.28339
   71.292145  164.56696   215.30391    74.39828    75.149765   75.75121
   99.456924  116.85367    62.53483   130.86212   153.41682    67.53839
  155.01884   117.63074    40.62276   211.5853     64.31618    72.30589
  130.84828   150.61964   118.43494    49.12661    65.21959   155.00623
   71.16308   143.72096   201.23166    71.21169    99.25734   144.48415
  150.84355    90.79889   204.59525    75.37457   103.99207   127.95051
   78.44335    43.96598   207.19588    84.61959    77.51793    61.44643
  199.63454   111.42702    49.405354   40.310326  102.419426  119.55614
  132.6094    119.00738    72.65986    58.471874   99.92255   304.78818
   70.39815    78.35252   297.89725    44.008377   58.914433  122.1669
   50.748283  109.785965  101.62834   117.24045    86.23469    77.63485
   95.60162   107.984085   88.09032    92.94999   151.13083   184.37479
  136.53084   109.922165  114.6644     96.04358    61.124702  152.53204
   74.42344    95.89191   140.62802   106.36649    60.90956    89.06458
   83.386765  228.18224    85.83599    89.7804     64.80666    44.90103
   46.899014   91.96828    74.24631    80.76793   129.10823    30.228233
  110.16485    50.806164   88.65784    87.835625  131.82333   137.8848
  117.16923   116.617455  186.40779    64.08623    88.288055  232.48228
   71.037155   40.737335  133.16348    53.31746   178.35165   100.32765
  208.7606     61.08827   126.526306  138.7805    139.5888    119.69703
  181.33803   107.35606   237.58855    47.29098    60.666557   89.36303
   70.61478   164.14363   107.24371    86.1557     43.318066   99.60738
  107.919365  100.20221   100.8374     70.298355 1673.003     171.9154
  114.744804   85.39188    70.587      67.84156    50.143955  141.45233
   62.70418    74.93273    90.18537    38.164856   72.236374  138.87634
   58.33813   214.34528    85.48179   116.676056   55.927586   43.12381
   37.82277    50.41463    55.39151   129.9264     78.28916   155.76895
   60.044834  142.82317   107.26202    88.182526   89.63369    82.66992
   26.217728  101.4472    113.15521    93.159096   98.28952    44.906258
  128.08281    65.76039   155.29929    71.345894  133.83643   156.8387
   62.81052   139.54625    46.03413    59.905487  125.93847    51.988148
  137.72295    69.26529    79.82587    99.01746    69.844666   81.10308
   85.922775  167.16974   101.657814  148.37798   136.70564   110.207954
  191.96521   173.7675    121.162506   92.58022   192.28067    40.50508
  180.58626    57.983463  141.8656    140.1445     41.1038     60.06337
   92.81386    50.235573  149.26842    58.977917  123.320045  120.70084
  143.74731    52.999542   52.431747  148.72601    89.156815  116.09586
  129.01598   109.24463    69.29213    75.03835    70.17802    36.71347
  131.59212    66.24379   108.49375   205.2842    165.29416   112.27785
   89.42022   232.32915   163.14558    88.211586   86.45741   126.075905
  124.616394  138.01726    98.74154    77.03266    45.635517   69.37103
  140.54018   114.804085  109.920105  103.71899    66.26705    50.293102
  154.70107    91.28881    79.29159   130.87003    74.207115   58.207066
   88.34223   103.824524   87.6659    103.92006   120.271835   52.850876
   47.274647  294.46576   123.98072   163.3561    104.87741   115.95722
   48.589962   40.326107  163.46059   202.93611   169.44716    33.38276
  123.45418    61.46411   119.22799   149.25067    77.04461    55.953285
   75.544014   62.053196  117.68563    61.05598   109.69601   154.79086
   75.40931    74.173485   69.47651   126.594536   50.82174    99.50644
   83.146095   96.63407   108.642     148.58534    63.568462  126.41135 ]",0.19456822372464658,0.38839086106719783
2,1350,Transformation_Matrix_W,"[[ 165.29936   -180.11284     13.198477  ...  -19.247143  -117.81101
  -186.80927  ]
 [ -11.981581  -141.55202   -140.01021   ...  -95.40519    -37.75703
   -64.12616  ]
 [  47.606186     3.2044327   96.96428   ...  144.35474    -80.28617
  -180.83344  ]
 ...
 [ 102.214584  -288.25055     32.95394   ... -176.29663     38.559155
  -221.64984  ]
 [  30.816788   -36.55475    204.62302   ...  172.97603    -49.095055
    36.511055 ]
 [  55.231777   -18.641262   -31.37515   ...  -25.482822    70.30225
   271.89575  ]]",,"[ 103.35278   152.9178     82.76116    96.78233    78.5801     87.29141
   88.83224   151.26172    73.28258   180.46858    97.65372   111.574066
  180.30515   103.85861   102.74043   146.7101     44.756313   64.79924
  115.39262    62.11184   147.50099   107.54807    75.431656   98.39812
  135.23793   165.9964    103.572815   71.12898    77.70616   109.54586
   39.578094  119.088615  142.40334    56.52837   101.05431   144.59763
   56.905552   63.176476   58.52777    99.731155   94.34737   102.928024
   68.38923    66.24416    61.273735   96.522224   64.73257   113.32972
  108.42424    88.44902    78.3052     72.30322   151.43448    76.325134
   47.430374   57.94088    65.902534   84.56014   143.04416   194.76402
   83.64003   156.00302    73.32738    56.910603   33.548717   81.69949
   84.690094  121.33665   217.66414    98.6766    167.01202   133.24907
   79.83337    71.57107    94.33067   114.59077    40.261      57.25429
  121.20533    47.70077    82.29865   118.92789    80.65378   107.200386
   89.770744  249.97331   199.19202    75.91335    69.61661   119.98819
   77.38977    81.613464   58.99515    71.455925   56.497288   94.41185
   70.159294  105.15751    91.20787   102.79127   170.49965   163.14236
  158.17899    92.67811    63.53518   236.10199    37.64396   228.40836
   77.36345    86.51326    97.94327    87.71221    87.99092    80.731125
  106.28369    98.49922   142.20937    42.666164   83.79858   176.02037
   64.986664  152.83665    67.31576    89.91161    61.096573   62.329372
   92.38759    78.42476    82.913216   45.60481    56.49351    35.170155
  188.20901    52.736855   67.44918    87.77252    86.926155   41.7721
   78.77742    62.95852    73.2407    101.655525  207.1032     92.97784
  197.42122   132.08334   191.62552    76.41746   136.3231    124.92952
   65.56354   114.13736    36.372673  133.81332    79.0545    136.66942
  101.221886  104.07428    98.98668    95.34926   146.08392    94.39757
   91.180695   40.88971    71.14642    63.258987   93.363304   47.62928
  134.69618   110.17978    83.940475   87.60239    86.76066    98.95032
  117.62486   121.63632   226.32388   132.87123    96.472305  164.9734
   98.129     159.54637   134.6938     38.50623    63.81157    26.58408
   28.860403   94.69625   101.415184   99.006454  119.9601     21.413662
   68.62074    45.210743   83.239685   86.19585   114.70951   150.54729
   91.11706   160.15324    45.3094    103.32571   104.192924  150.90721
  168.74843   108.465324  103.48693   119.87533    68.77912   134.3111
  127.84224   132.68951    36.9624     76.24614   116.2949     76.65373
   82.910324  119.75006    82.323524   92.29329    89.37198   119.65037
   55.22236   122.418755  157.42424    30.028456  104.67403    87.34248
   90.881      67.885994  234.01167    47.49031   154.20108   103.24204
  154.71791    72.765236  134.4763     89.47471    54.11469    91.81574
   75.710724   75.85696    45.687546   82.51013    93.010796   38.87819
   68.617165  144.17865   148.4144     84.617096  164.85976    58.242237
   57.973896   64.56236    76.30271    36.29793    66.7953    115.76916
   31.957716   45.2849    124.94008   148.2898     50.125225   75.24008
  171.39618    56.217583   90.76617    66.389      86.150696   90.23318
   59.560596  135.67702   240.07117    43.300346   92.49569    66.836075
   69.542496   99.49209    50.85611    57.404636  163.05319   118.66468
  198.74504   170.10591    70.551384  125.849396  112.23246    54.252033
  107.77234   116.93983   180.09473    90.975204  143.73015   256.375
  103.71304    89.14587   139.9949    139.38275   198.48874   111.476974
   83.399734   91.78956    83.38617    85.0573    111.27033    43.51464
  100.63018   108.36887    45.051167   43.67095   120.33635    37.053856
  148.10138   130.66046    99.814125   60.82532    79.89289   114.76039
  115.934265   62.66272    66.97604    52.885426  110.99439   100.47813
  283.50244    92.21694    66.530914   69.664055   74.78842    96.52827
   85.18782   140.92734    84.748886   80.58344   145.32812   104.41151
   66.36603   106.18672   179.81548    65.00734   116.788925   46.15311
   56.00334    44.77782    50.661133  201.13742    93.77307   108.21263
   75.06566   197.37242    56.79292    65.564186  142.87718    63.537117
   71.63887   158.17581    52.415817   81.82285    73.433945  101.117004
   93.423      70.46392   148.64195    50.26916    81.90394    81.48965
   96.48445    69.58817    74.87784    62.063984  129.84026    96.32923
   43.24852   103.990875  197.72948    59.97296    74.70835   115.473976
  101.76464   126.95973   108.930336   62.816544  109.02731   152.62402
   36.117207   58.750893   89.85142   135.12341   184.42068   119.91295
   73.75041    76.86755    89.40768   116.386406   92.38588   111.4739
   92.78744    84.3732     89.24747    81.388565   92.214485   79.53138
   72.74868    71.2022     98.89817   182.57071    67.27777    67.4348
   65.70891    65.93323    54.735386   87.10731   145.06313   122.823746
   94.0982    167.2307     70.53599   103.4515     86.785965  114.679474
  161.48067    48.840736  175.20804    99.52392    59.18004    88.03297
  117.11447   153.1555     51.463284   31.821215   79.47876   130.3614
   49.63403   102.41367   110.25569    78.55816    97.5259    200.2035
   58.7886    120.97572   177.49918   120.56452   103.63858   107.23132
  128.52155    67.84652    50.72553    99.34096   105.09679    80.45067
   68.24556   109.163475   99.384735   85.532646   63.66571    36.50155
  224.97188   146.54227    53.104065  158.36688   118.6909     87.42069
   54.44703   122.88081    65.41193    46.344288   50.87491   231.20692
   65.19135   165.27504   218.3496     69.06848    73.79266    73.95088
   92.20493   104.01513    52.465622  124.396614  146.03845    67.22146
  152.39154   109.383934   38.61752   183.73425    59.538876   68.20087
  119.69374   130.78818   114.38104    46.84148    62.791546  156.68033
   66.04919   122.93383   189.524      56.342056   94.868065  130.47044
  147.50122    83.12539   187.12897    63.832306   96.72316   125.74648
   76.41483    41.11417   175.76192    85.15821    83.27659    61.10682
  180.42749   112.125626   44.897358   36.066257   89.36495   117.53827
  125.63611   117.30328    60.40933    53.179104   97.674225  291.02673
   68.26155    80.325294  283.67102    44.71551    56.926086  109.063484
   47.51214   102.41405   100.483116  109.497314   87.02508    67.754555
   90.984535  101.96996    78.517      90.23106   140.82283   171.92761
  121.58714   108.25386   118.66953    91.821365   55.88438   142.21664
   70.80821    88.6932    126.90673    95.80101    57.827892   91.385056
   79.8891    197.98932    75.540085   85.77187    60.387577   42.22518
   44.211052   90.19975    71.57843    82.57875   120.186455   27.408686
  104.27504    46.852646   80.81879    80.58531   125.11165   133.36107
  119.27486   115.05003   179.92485    62.156456   86.23295   229.67111
   62.290363   36.83632   123.92938    56.091927  174.03758    91.36323
  198.41434    55.487453  115.44862   126.47907   127.024605  111.67526
  157.8363     98.77019   243.07483    43.765614   56.40279    81.583565
   66.56552   148.12004    98.915215   80.27783    43.350883   96.27528
  103.24244    88.40565    89.51765    67.903824 1671.3292    159.05537
  116.90058    77.66606    65.16643    66.549706   43.718624  139.17825
   54.124077   76.07294    87.11448    37.03097    65.52079   131.20384
   52.563606  199.59633    81.67681   112.50027    54.2031     41.52951
   31.15746    43.97485    51.128143  115.779564   74.72872   146.33862
   55.681538  146.26273   101.48646    81.81746    93.892914   73.9645
   23.964624  100.594604   94.47308    85.33002    90.89733    41.924088
  124.45512    57.700893  142.28253    66.10957   133.33589   139.99728
   59.858334  138.72498    41.45127    53.65307   113.480896   50.153366
  134.04234    66.53726    72.72266    99.03129    61.067455   75.346375
   80.17003   143.767      91.17688   137.69138   118.334076   92.69937
  179.9014    161.20244   118.06542    79.90072   196.00784    39.376556
  174.83028    54.993263  134.60583   130.49498    37.021107   57.07729
   80.2255     48.38      131.44276    54.38241   111.41857   126.932945
  142.28027    53.205505   48.705383  137.44647    79.18981   112.30599
  118.89127    93.20986    56.207325   67.87196    62.86974    34.99907
  114.27136    56.78139   100.69469   197.78738   163.05588   103.05968
   80.44237   204.9922    153.77202    80.35418    87.27263   110.70249
  111.4269    125.51722    93.90917    71.77231    39.8301     67.20096
  125.23349   109.78196   105.41183   101.04427    61.042786   46.877438
  136.40948    89.054886   74.400345  126.04376    72.34433    53.387657
   82.54372    92.635704   80.403915  101.77119   114.78461    52.175095
   43.690556  258.75952   118.92221   149.5541    107.20719   122.24077
   49.61696    36.61963   145.44139   179.5325    165.05014    32.36433
  121.09027    62.35147   113.64746   143.58133    80.542854   51.040215
   76.80958    59.297504  105.95272    59.54149   104.60414   135.88148
   69.39636    65.98568    62.352993  122.33455    49.461136   91.96592
   80.39243    89.07122   107.679794  138.75261    59.061638  111.54099 ]",0.24116472034419176,0.4209808891030436
