,Train_Data_Size,Transformation,W,Residuals,Accuracy,Co_Sim_CLS
46,1000,Transformation_Matrix_W,"[[ 0.00764424 -0.02945049 -0.02806402 ...  0.01752828 -0.0185828
   0.00341768]
 [ 0.04083229 -0.01395548 -0.10749452 ... -0.00708674  0.08272608
  -0.00435974]
 [-0.05949955 -0.01969749  0.41275713 ... -0.01576522  0.01469801
  -0.02108516]
 ...
 [-0.17116468  0.01074846 -0.16862203 ...  0.15879549 -0.05910825
  -0.02145877]
 [ 0.0790335  -0.05474863 -0.02428485 ...  0.03343236 -0.02848174
   0.00267759]
 [ 0.13724497  0.06726459  0.0307048  ...  0.02058349 -0.03731592
   0.06313841]]",[],0.0493,0.6819910836067928
47,1000,Transformation_Matrix_W,"[[ 1.0210807e-01  2.0130809e-02 -3.4701653e-02 ... -2.1356780e-03
  -4.5714512e-02 -2.2088436e-03]
 [ 9.8647803e-02 -8.7698759e-04  8.3462276e-02 ...  1.4974071e-03
  -4.6178652e-03  1.8023726e-04]
 [ 9.6177671e-04 -4.9413711e-02  5.1355004e-01 ...  5.9601042e-04
   6.3699715e-02  1.8640045e-02]
 ...
 [-8.5987493e-02 -1.8801209e-02 -1.2597904e-01 ...  1.0605590e-01
   3.2712847e-02 -1.8568506e-02]
 [ 4.3206263e-02  4.3593492e-02  6.5701261e-02 ... -1.6983765e-01
  -2.3174521e-02 -1.5732946e-02]
 [ 1.2550418e-01 -2.7511232e-02 -6.2497478e-02 ...  1.8967293e-02
  -2.2450514e-02  1.2958871e-01]]",[],0.0924,0.6886082583931601
48,1000,Transformation_Matrix_W,"[[ 0.2147219   0.01635514  0.0385611  ...  0.00254428 -0.02213363
   0.02011337]
 [-0.02974277  0.00755135  0.03172606 ... -0.03149364  0.03785664
   0.00431436]
 [ 0.03060805  0.09398817  0.5332379  ...  0.07763103  0.01630974
   0.01250178]
 ...
 [-0.1581839  -0.081806   -0.18631107 ...  0.12218441 -0.01699432
  -0.01585545]
 [-0.06061857  0.02092017  0.10705324 ... -0.06101525  0.01646572
   0.00586353]
 [ 0.13597359 -0.0057664   0.04283772 ...  0.10136033 -0.00072226
   0.186328  ]]",[],0.0972,0.6759875811588992
