,Classification_Accuracy,CLS_Cosine_Similarity
0,0.07148893669330056,0.8084416691149775
1,0.07755838967424708,0.8317232030908365
2,0.062231100184388446,0.8507801281146394
3,0.08305162876459742,0.8576817398282175
4,0.08866011063306699,0.8611182511877955
5,0.10579287031346035,0.8572773825038563
6,0.19364628149969268,0.8608057791829402
7,0.23974339274738782,0.8676423613503759
8,0.7657498463429625,0.890066924200597
9,0.920059926244622,0.8961362188512628
10,0.9483328211432084,0.9504114669136685
11,0.9545559311616472,0.9999999985355125
