,Classification_Accuracy,CLS_Cosine_Similarity
0,0.007125890736342043,0.47511892381942633
1,0.009501187648456057,0.4878078548595159
2,0.009263657957244655,0.49882017166325543
3,0.020506730007917657,0.501625497834851
4,0.024465558194774348,0.5014682469343898
5,0.0452098178939034,0.5030920296305358
6,0.041726049089469516,0.5072897198525342
7,0.13745051464766428,0.5185770538419184
8,0.09833729216152019,0.5406121825328981
9,0.20213776722090263,0.57328112935177
10,0.2601741884402217,0.5546171478550843
11,0.2600158353127474,0.5350387709008323
