,Classification_Accuracy,CLS_Cosine_Similarity
0,0.0958,-0.7994845733521091
1,0.0958,-0.8237591776878211
2,0.1028,-0.8432745542495873
3,0.0968,-0.8555046369315712
4,0.1061,-0.8457738920381874
5,0.0877,-0.8460820150223507
6,0.2505,-0.8118276368280885
7,0.4711,-0.7542663869584442
8,0.9424,-0.5862548362677265
9,0.9932,0.006153251579814371
10,0.9953,0.648054669617088
11,0.995,0.9999999996203526
