,Classification_Accuracy,CLS_Cosine_Similarity
0,0.07755838967424708,0.8122950430584188
1,0.0647280270436386,0.8326507970800564
2,0.09849416103257529,0.8505098033302833
3,0.1107098955132145,0.8602528273327051
4,0.11067148125384142,0.8606476187705994
5,0.11140135218192994,0.8605266299821821
6,0.15757529194837125,0.8666828381634462
7,0.15926551936078673,0.8647427712670123
8,0.14812538414259374,0.8494098012218897
9,0.17405500921942224,0.7797037488998301
10,0.24024277811923786,0.6790601704864596
11,0.2542255685310387,0.6747841102778179
