,Train_Data_Size,W,Residuals,Classification_Accuracy,CLS_Cosine_Similarity
0,3760,"[[  7.388781    -2.3030386   -8.132907   ...   1.1892111   -0.19256788
    4.6763806 ]
 [ -7.125789     9.487224    -4.57573    ... -10.044982    -1.9761298
   -0.40350288]
 [ -8.7943125    4.877407    11.848693   ...   0.32084194 -11.868161
   -0.3512702 ]
 ...
 [-11.181295     0.7605157    5.4661336  ...  -8.747252     7.3123207
   -3.977166  ]
 [ 14.664064   -12.462541     4.5805473  ... -11.471366    -5.3839707
    6.0355496 ]
 [-10.208081    -1.8962741   -4.531867   ...  18.906101     6.9271927
    0.6502096 ]]","[ 141.56691   166.0433    140.78252   127.85253   124.84661   142.29308
  138.7054    195.23483   179.31699   167.34135   109.017265  173.24643
  131.13203   146.39166   148.33119   144.40808   172.4589    145.68634
  120.606804  109.70166   118.7006    135.01114   200.98242   131.72679
  149.5636    144.56575   153.17424   147.42424   151.08388   157.04173
  163.94983   134.10959   146.11543   140.06662   161.2482    120.50966
  130.12141   144.47668   144.07133   138.75717   161.21225   155.53824
  116.85894   136.80032   148.79263   160.88907   200.26616   143.05101
  215.72148   164.10847   159.08607   139.62607   155.97696   181.28671
  143.82814   133.13611   125.90315   236.7019    120.28227   132.12904
  171.70378   108.0805    157.57675   164.79893   125.09048   142.86021
  172.5144    125.507065  146.7911    175.44865   119.25301   168.0883
  111.38524   136.24287   159.34543   127.08029   120.64525   125.420525
  149.65994   176.00049   114.314865  198.12029   139.80457   151.79616
  150.06995   124.73219   147.89307   126.87748   136.2254    121.67906
  106.647865  143.10129   142.36934   189.68971   145.9757    190.87868
  166.53851   119.706375  154.09508   159.6296    169.97647   135.37778
  190.18835   139.69487   124.903206  160.7683    215.38681   171.61322
  144.57816   158.04938   126.38932   137.6334    189.11241   155.61757
  175.67229   112.235504  207.76169   200.92296   118.63669   198.32823
  117.348305  185.0007    124.45724   135.27954   183.9593    125.16791
   93.27689   189.08101   149.39983   128.47696   167.06541   159.69734
  156.04524   142.22153   155.83006   160.3302    118.07375   152.31294
  188.87257   153.03734   126.50821   136.15335   119.942986  175.31491
  120.284096  133.80484   114.25339   138.62701   157.29785   130.06929
  138.73174   113.49698   185.25777   141.03938   110.46426   141.79614
  157.22267   143.03493   142.99625   216.7381    142.63422   154.71796
  187.16045   163.29723   120.45502   168.19966   142.23933   203.23956
  148.35497   116.83296   140.15823   128.55127   137.1485    211.19609
  150.3493    165.60071   158.23079   124.88903   170.22014   164.3296
  118.88762   106.543236  124.12623   140.61064   142.32993   180.29825
  152.6417    230.14932   211.66873   109.31749   149.36542   164.74086
  126.72531   164.80524   119.56711   112.925095  175.86646   170.27982
  115.98989   160.69707   155.8115    152.83138   164.26749   165.67546
  107.24135   135.83499   119.48718   147.29715   137.1511    144.81046
  109.56735   163.33582   180.63643   105.171394  161.87015   140.26443
  122.59326   128.59642   146.34424   159.98468   141.02237   141.5244
  226.0881    149.10448   211.21747   169.84068   149.70892   183.8356
  162.52586   146.7083    171.5544    142.8751    189.14812   136.72235
  143.33975   137.09807   141.35289   121.0407    145.87482   139.09679
  135.3652    135.81909   127.46313   144.82353   167.67961   164.70438
  171.96712   134.28908   145.1115    140.21985   119.73096   123.287994
  158.61299   164.1049    144.97194   283.8792    110.24625   237.74995
  144.73393   161.39867   145.1121    122.86341   178.24432   164.24756
  144.3499    117.10174   153.50389   119.34801   115.67862   130.60004
  177.83238   186.68082   131.12492   226.7846    104.74625   147.62163
  145.27986   128.79764   134.67267   150.61942   195.88335   179.6815
  125.00363   140.83688   218.70126   141.7899    131.15677   125.61188
  129.61595   144.39061   175.23186   168.43034   160.90497   133.5014
  127.73619   182.18741   148.28596   131.10446   123.17807   136.07529
  128.3092    130.3527    166.37823   123.66712   124.33487   182.2552
  118.60647   136.06436   139.83841   135.69762   202.08296   133.7975
  176.42783   158.46942   220.27452   157.13914   150.83974   185.87425
  199.16338   142.31657   115.07      169.0351    126.12134   142.60857
  121.437546  121.61497   157.04749   159.9828    143.36682   210.03877
  178.01408   150.62723   138.16711   172.86925   143.41298   175.8617
  338.5727    112.87766   149.16493   134.69057   133.59883   252.93263
  120.07716   172.68521   258.03308   147.18927   141.7512    126.99748
  136.22906   140.91234   150.97653   133.88297   131.18631   125.32357
  167.7431    187.6654    163.61688   119.48484   173.73961   160.86787
  136.18172   217.1712    133.79715   119.62751   165.38297   125.07006
  124.30957   216.45433   134.50233   124.40913   192.65752   170.03836
  170.65927   173.54254   107.37712   131.94182   127.57963   155.55482
  165.83228   187.07169   122.037964  109.53922   137.9292    117.04691
  125.33437   157.97867   208.08623   159.35307   145.06552   173.52155
  222.65117   156.64717   132.51385   179.99039   134.99423   139.5139
  107.75114   200.47064   113.6319    117.68206   161.07574   155.06317
  145.36296   153.964     116.78824   196.58241   144.72006   182.68886
  144.97575   104.4548    170.97922   135.99086   122.424904  182.1316
  197.0886    139.03488   189.14093   256.07437   113.49418   147.16313
  135.29439   143.0221    143.60913   202.99771   139.24223   133.6828
  116.582664  168.4657    131.67438   176.31253   139.5345    141.53477
  135.53604   107.87175   107.64266   140.97346   115.91703   179.93379
  163.32123   140.6908    139.0058    154.14204   161.2568    156.76357
  112.09409   135.10025   160.42842   156.06723   137.96933   162.01337
  111.75722   108.69848   157.00789   166.74042   180.12656   144.83577
  143.92685   184.322     141.6687    136.02081   165.8526    132.66577
  155.42984   145.96883   106.31931   138.64789   175.27289   138.7369
  134.6059    144.1126    176.31021   108.98286    98.87074   125.14296
  177.64754   131.78561   141.38152   133.02061   156.42596   162.15941
  222.05989   111.25719   125.445656  150.49405   145.32304   138.90318
  101.21764   127.413895  104.90689   167.58861   175.57585   208.12431
  172.5822    135.30923   142.21973   123.06779   138.80533   177.5698
  149.70573   145.34486   164.95213   213.18277   152.42564   187.14017
  153.22165   134.15909   196.29712   173.29944   133.46132   130.44934
  132.26733   191.04736   158.95123   155.53065   179.995     169.11809
  132.9621    128.3932    124.98694   150.14677   151.49644   172.4065
  134.4547    143.14772   146.7034    149.12656   136.95982   182.87706
  175.86865   148.21799   154.09273   171.87384   156.12204   165.9649
  127.154655  148.5136    120.54698   192.31674   143.64375   146.77596
  152.47235   123.76546   118.2183    165.28561   144.34892   127.14645
  152.09413   163.60309   188.86847   134.99521   132.47557   148.6345
  145.80646   173.431     102.55615   162.43813   179.4017    164.80331
  124.00924   137.23994   204.33438   150.79578   132.73502   142.31906
  145.56921   140.17807   134.32213   138.90941   131.49535   152.08447
  145.84953   126.78558   125.48053   120.0257    184.73961   153.2182
  150.53258   229.43684   144.47986   116.98944   174.07202   110.38137
  147.24199   156.20818   134.13951   155.84514   189.37985   180.34961
  160.55533   121.39738   133.94972   180.88013   157.41174   172.4348
  186.86774   172.48744   136.5932    230.72461   156.43198   138.78044
  159.09993   200.38603   124.59574   120.35885  1092.9545    170.48416
  145.92444   204.87114   158.74586   148.73592   143.95302   101.72319
  119.93517   185.48965   142.56146   169.48451   227.13934   150.83127
  164.44682   185.53275   138.17212   163.71722   120.0901    162.3301
  290.42072   206.63992   134.95035   177.03905   130.86893   170.79936
  137.70274   146.02144   100.21486   194.30627   124.72586   142.37965
  164.9962    107.08614   117.06436   115.36275   139.36185   131.48795
  134.07762   150.63048   184.67984   144.77998   154.20273   146.40761
  135.54115   161.99994   191.7593    113.55682   150.13393   143.61218
  129.27803   150.61504   231.75455   184.48592   112.87791   182.61339
  203.5416    112.64366   132.9314    199.1325    158.53325   172.69704
  121.97983   168.75063   165.74242   130.19711   193.62271   169.27951
  152.45717   175.40187   122.09968   149.89932   162.52821   117.80976
  201.963     128.52896   115.36119   132.07407   177.64845   119.496216
  135.1871    133.70363   167.12521   114.30182   155.92464   156.34546
  120.1524    101.34397   154.69537   135.36415   151.72066   105.31369
  191.38791   140.40538   116.65583   158.37935   130.81837   118.87926
  139.365     139.0811    159.87874   123.88162   164.1147    192.29532
  131.04143   158.07446   147.59966   124.8068    186.0936    161.12772
  155.82213   125.02079   315.07532   146.57948   153.17943   206.45418
  137.20192   170.77908   156.53407   144.32666   189.38324   148.514
  122.66115   157.93279   120.619484  231.54      150.552     149.53821
  194.85263   146.22836   122.5359    138.91628   151.94359   163.05702
  108.61734   126.57382   133.39114   141.56955   138.70908   134.95166
  132.52484   127.59151   107.17937   121.72616   170.20264   138.19238
  132.33682   190.2162    155.27611   119.645386  154.18285   154.13434
  126.57809   156.30826   127.27336   127.417305  140.63342   154.28697
  112.812744  145.72382   113.64355   190.17505   150.19064   132.46542 ]",0.1574468085106383,0.3018895278374354
1,3760,"[[  3.12857      7.8408284   -1.1648976  ...  -1.7334174    3.7819052
  -13.546317  ]
 [ -0.4792582   -2.0269768   -9.580693   ...  -4.8631535   -2.7605414
   -0.27580097]
 [  0.5945842    4.547699     4.1249905  ...   3.6659162   -1.7732455
   -2.1220562 ]
 ...
 [  0.34733915  -1.1228644    2.0232708  ...   3.8128853    1.8386276
   -0.24450335]
 [  0.24653058   0.07449212  -5.08663    ...  -4.098944    -3.252639
   -0.3657148 ]
 [ -7.73556     -9.541689     6.6942754  ...   4.623084    -0.65795845
   -1.6910739 ]]","[ 134.41219   155.14542   131.66849   124.26408   120.35618   137.08556
  132.70578   182.6614    162.48357   154.23164   102.13795   148.80043
  123.82472   136.24947   138.752     138.03323   155.41933   131.70264
  113.01991   103.57649   110.175545  124.379585  186.55948   120.86222
  134.71391   136.04962   140.97598   141.18538   139.5287    143.6384
  141.79852   127.95666   136.95045   122.4443    154.50722   114.29886
  122.185616  129.92636   134.4206    128.77838   150.34233   144.92065
  107.32219   121.80301   139.13335   142.95523   191.7951    132.79193
  198.54855   153.34016   144.14452   132.01277   147.72183   166.47556
  133.8552    127.15729   115.40329   218.27368   113.05802   127.62982
  162.96333   101.65563   148.91302   150.89731   116.12202   133.42543
  156.97954   122.29244   135.2695    162.95694   112.09422   150.12587
  107.780655  127.84453   146.55898   116.15071   112.91239   119.385414
  145.00471   157.67749   105.77801   175.05135   127.58552   142.89377
  141.72737   110.932915  144.43896   123.19969   128.78119   111.56283
   98.60884   134.47913   128.75826   175.52542   136.17403   180.10097
  156.29251   114.98522   139.30031   145.41585   157.4314    127.335556
  177.0811    130.89343   116.88466   146.00891   196.33383   164.54149
  130.20592   135.67987   120.20495   130.76492   175.62225   147.51105
  155.29454   106.824295  194.59032   168.75676   113.78268   190.7421
  109.50239   170.35007   116.49427   127.89966   167.40913   119.04727
   89.245155  179.30757   143.38116   117.77672   156.97      152.5098
  143.37782   136.11076   138.81721   143.48846   110.55558   145.94644
  176.19588   142.26004   118.23452   120.33942   114.855225  163.52095
  115.42906   129.01923   103.94441   129.36435   150.88556   124.98908
  130.22852   102.530624  169.78928   134.57393   102.459816  131.68211
  145.05617   130.90369   140.13893   205.675     133.15117   144.53197
  172.78667   146.64241   115.112015  149.59113   130.82158   173.81737
  140.90807   109.47187   132.1287    110.08497   129.83136   193.06999
  145.76239   153.92883   143.76183   114.27716   153.29031   146.32195
  113.48526   103.94604   115.871025  136.69481   131.27696   150.1887
  134.39758   216.7608    190.70483   103.992325  142.18234   151.87617
  123.18499   148.6373    108.64943   104.2145    163.64958   149.61485
  112.33886   148.66417   138.13632   141.6572    153.94043   158.46028
  101.46898   128.19844   109.706116  138.86987   130.01508   135.86728
   98.90614   152.16653   160.41774    98.37498   146.70895   128.50037
  116.57028   122.61442   137.26193   150.18015   131.74529   127.622696
  193.90733   135.38289   186.43481   156.86191   137.46469   179.5145
  157.57286   136.1922    161.13013   130.36864   177.31227   128.2747
  136.0257    124.45259   130.95592   118.43749   129.23438   134.19156
  128.59343   125.94485   119.01194   134.89708   155.43358   157.51523
  163.6872    127.3333    136.22395   129.68802   107.810616  120.7129
  148.33379   159.73265   132.70802   229.66023   104.81371   171.70178
  135.94664   151.23503   135.53203   119.023766  163.8912    155.58246
  133.47733   111.61752   144.95656   112.34411   108.719246  125.12086
  159.36652   177.81529   123.61461   201.62193   102.55089   138.93655
  136.8495    116.574875  126.74032   136.07599   178.05443   167.84308
  115.290764  136.99121   198.09583   123.785286  124.993286  121.873566
  122.09404   139.29149   160.73181   156.17184   145.06194   124.71337
  119.19795   160.29356   137.19069   120.0418    116.89331   125.08002
  117.987625  125.143585  153.7967    120.2725    112.63333   170.32576
  112.39683   123.887955  125.85213   125.0902    175.85141   121.91841
  161.71906   148.09068   210.7574    145.14865   141.2701    160.61992
  184.98656   132.28384   105.875206  163.0301    118.13325   135.4307
  114.27857   109.68154   147.39583   147.4639    133.69266   187.09062
  165.90309   141.41377   130.3363    160.89755   136.06131   159.45874
  301.91296   109.63565   139.79274   120.961296  124.735825  206.22885
  110.02017   152.60654   232.0889    138.1786    129.74341   118.3311
  128.24997   129.24133   139.45811   127.10528   119.873825  121.36965
  162.82022   168.13824   148.35396   114.1873    162.6203    152.68387
  124.32637   205.94086   128.59293   109.08091   153.91698   116.697014
  112.91687   192.18507   124.796875  118.32389   178.3699    157.12178
  160.33092   158.82326    98.684845  126.4446    121.96773   144.89781
  155.92944   168.27953   112.29772   105.789986  125.4162    109.979996
  121.70359   143.63179   192.63605   147.83647   135.8068    157.28221
  203.73438   142.61902   125.57989   167.22527   123.90022   128.85588
  101.62664   189.83307   105.78925   111.6787    143.4445    141.99919
  137.19922   146.37852   109.94793   183.99023   134.4279    167.28731
  134.41832    95.64323   157.70245   129.6037    115.62196   168.58298
  187.73967   134.73555   172.97365   205.6658    104.19213   135.67375
  120.027756  130.91678   134.98503   179.04564   133.33891   126.4993
  112.684875  155.56456   122.29847   167.22144   128.12755   131.5412
  128.71794   100.35312   102.6484    130.44345   108.95804   165.45555
  157.2082    129.93967   130.47636   144.7558    152.868     149.14952
  107.998955  124.10399   150.01932   146.5442    125.114334  147.52213
  107.56922   101.43269   152.57031   148.58363   166.91934   139.29082
  139.25305   176.13806   138.32365   123.96524   156.83978   127.73792
  139.08838   138.40344    97.088905  124.60777   161.84496   125.17813
  120.89723   137.06558   168.91643   100.70227    93.814606  117.36976
  167.17993   126.58165   130.04303   115.23911   136.77881   146.515
  208.1289    106.42906   116.44756   137.83063   130.55716   126.276306
   94.68419   117.3236     98.13205   156.81667   167.88617   190.30016
  165.14827   126.88031   136.39917   117.38571   127.918304  158.79012
  131.68356   134.89001   156.3685    196.45992   145.81473   179.83792
  136.58331   107.374245  183.56764   159.21548   127.06277   119.930664
  125.918144  181.9594    146.07388   147.74881   168.14864   158.09973
  126.91226   115.62726   120.220764  137.59604   138.46478   156.52733
  129.9885    134.79135   135.87993   140.60178   127.27447   168.98499
  162.7737    134.86696   140.61035   161.2951    147.4906    155.65666
  122.071465  141.50899   115.36489   180.34566   133.74965   136.88603
  142.83302   113.44947   110.510086  151.41898   137.2452    116.53364
  144.65974   147.09698   170.58347   130.34424   124.430756  141.90817
  136.25505   169.34004    95.69587   152.02951   170.53424   146.42302
  116.228165  130.58153   191.56708   136.11246   128.06076   132.66418
  132.19783   131.20822   126.30938   133.29895   122.87998   145.96387
  132.13367   117.97692   116.609184  112.22527   169.94151   141.23242
  141.79095   190.51772   133.5339    111.54194   155.04288   103.25696
  138.85191   147.51231   124.96415   136.79247   173.75702   163.79967
  145.72694   109.31594   122.83489   165.83893   149.95161   158.26761
  181.68045   155.0927    128.24026   213.14664   149.11823   132.09315
  142.46013   187.09935   114.971504  113.94227  1026.3811    155.56146
  134.68013   191.23576   149.39613   138.19159   127.38088    98.32743
  108.75504   173.48514   123.58223   160.1767    208.66458   141.28175
  146.6482    166.78117   131.80676   156.04568   115.57675   148.09364
  264.47406   173.47281   125.832115  167.7309    120.89673   158.77199
  131.32576   133.7537     93.829544  172.46202   113.39539   133.26642
  154.65009    99.67292   110.57424   112.053764  132.29327   125.73716
  118.179146  145.22278   174.18323   137.41411   143.79608   136.56424
  124.00135   149.79445   149.06142   105.267746  141.84659   136.40646
  123.146904  138.02943   221.22366   174.482     108.19867   163.735
  185.23592   108.259964  124.435005  175.81511   146.83928   163.78113
  117.8745    159.21465   152.39738   118.78117   180.67407   158.84607
  140.96106   152.65623   117.44312   137.1774    151.19301   112.48092
  180.77135   121.11016   112.88299   125.310486  164.45609   110.76858
  125.0459    122.642296  156.56831   109.68733   146.64908   142.24812
  114.37616    93.90919   148.92699   125.35135   144.95634    97.7136
  176.85608   135.68971   111.79064   144.09161   125.14921   115.429375
  126.667015  130.07361   146.89407   118.21208   154.61351   168.3792
  123.04625   147.64438   134.10321   119.010086  170.21872   148.4132
  140.80383   120.40836   269.22766   131.16776   146.40843   179.4102
  129.07805   162.65312   143.85094   136.7902    178.21829   136.51367
  115.00492   146.48141   110.259926  207.93188   135.93532   140.9995
  177.6796    134.5314    115.034546  131.29416   139.52812   152.43802
  102.02748   117.79548   123.844604  134.0961    127.11611   129.73564
  124.242935  121.04317    99.76848   112.38355   164.9461    133.15045
  123.22137   173.11256   149.52286   111.58339   148.35728   148.77882
  119.906456  147.42967   121.00858   120.33286   117.72989   143.28493
  108.30189   134.85469   106.11977   177.92416   139.92238   120.73179 ]",0.23829787234042554,0.37170279522736865
2,3760,"[[ 0.9512831  -5.479028    2.7333891  ... -4.894531    0.18099156
  -3.1257179 ]
 [ 1.9727026  -1.9723257  -5.62379    ... -3.2280653  -5.043183
  -0.9048873 ]
 [-3.824494    7.012281   -1.8943999  ...  3.3780003  -0.76885134
   0.22465982]
 ...
 [ 3.499613   -2.7329283  -0.24702437 ...  0.4332106  -4.619962
  -2.4236712 ]
 [-2.300335    0.48676145 -4.411095   ... -5.9000344  -1.5433166
   8.178623  ]
 [-5.186794   -5.778746    7.7486835  ...  6.2748804   2.023693
  -3.0852385 ]]","[127.29205  140.52513  126.78689  116.73919  115.48293  132.08629
 125.25292  174.29396  150.99854  138.54051   96.481804 132.53886
 113.38637  128.10727  131.86586  129.18687  133.43262  122.23389
 107.47182  100.4069   100.71801  114.26681  166.13724  112.42943
 123.12821  131.18156  133.23935  134.36266  119.58662  133.4047
 125.59436  121.72783  128.996    108.43018  144.85735  110.363045
 114.83341  117.82723  129.12164  124.60436  143.48734  136.65567
 100.47056  111.45607  134.19647  128.58163  178.30847  116.59724
 179.26578  138.46036  128.6702   120.85652  135.58417  153.063
 120.35767  121.398674 110.4216   194.06064  102.29075  117.98786
 153.36632   93.98997  133.73112  140.38612  106.254906 119.175964
 146.53198  114.558876 121.90534  152.00021  103.37378  140.14871
 100.21027  115.96714  125.24315  107.73131  106.35498  113.910995
 134.75766  148.72948   99.05334  151.3883   116.36636  133.6889
 134.20078   96.58258  134.95676  114.74885  123.78239  104.43363
  91.778885 128.25441  121.85668  158.88814  128.30437  167.40013
 138.25009  107.70534  124.51361  136.81708  143.49193  119.81119
 161.31606  117.97643  111.7401   142.33395  169.90562  147.91478
 116.7121   112.85825  110.2169   123.61402  154.45479  138.78932
 143.40407  102.20293  176.90964  128.4389   102.41275  176.8361
 101.635544 162.84192  107.51194  115.79989  149.92503  109.550224
  83.417725 170.33813  125.31499  106.83217  147.0174   139.20274
 125.29419  129.03659  131.09982  127.18865  104.747375 136.70105
 164.32231  130.50887  110.712875 110.011345 107.92417  149.39522
 107.45717  124.41994   93.42333  122.24608  138.81398  114.99789
 123.62295   93.65983  153.14404  126.96342   98.02653  114.17394
 126.758575 118.706985 131.4506   191.845    122.149765 134.91766
 160.16788  132.79335  106.027    139.631    120.39982  155.06694
 125.136375  99.285934 120.59155   99.48462  121.839966 172.96172
 136.46054  139.25768  124.75058  106.180626 150.8467   137.30318
 109.52985   95.65798  107.10943  129.93227  125.167114 128.18079
 125.20957  204.70424  159.37071   97.82708  131.59734  135.74947
 116.08938  139.6868   101.56478  100.03989  150.52821  132.25241
 103.88194  142.3349   125.29243  134.52455  145.59937  143.09634
  95.41026  121.19499  104.360535 124.42794  122.924515 126.298416
  90.645355 134.74274  144.83388   94.33899  134.36922  119.599045
 107.88674  113.94972  125.12868  134.84856  127.98288  116.9964
 165.94911  118.55501  158.78148  138.37146  132.7211   169.56572
 144.50467  126.78725  151.71558  120.93057  161.56972  124.01569
 124.53247  112.68179  124.31787  109.02428  116.535545 125.27071
 116.80311  112.94999  112.18625  121.606636 142.25322  144.70805
 146.43593  117.24752  130.2839   117.86801  104.33092  118.49126
 138.31506  140.18962  121.73419  190.56789   98.55382  133.01967
 116.123276 139.4119   128.61751  109.79441  144.24399  148.03035
 120.82908  103.477425 135.41328  105.39094  105.29052  114.7586
 149.4289   164.37917  111.92226  177.34717   95.59744  123.28256
 123.32927  109.422295 116.77363  121.29825  163.25923  153.27359
 106.90191  123.35942  188.16048  114.96842  118.01277  115.266426
 109.38533  128.87778  146.60536  144.43344  134.8089   116.356964
 112.424324 139.70076  129.08986  116.45396  104.88024  111.91296
 110.7138   117.31477  138.13945  112.18704  101.60878  160.22739
 107.430565 112.04403  117.60433  116.36108  154.91219  115.73684
 150.68678  138.41391  190.47453  130.486    129.16106  139.43082
 162.47298  122.652336 101.81359  152.80803  108.19636  122.90716
 104.593636 100.34247  132.9226   136.09209  128.07553  165.90158
 151.8427   130.12766  117.71264  152.18474  126.29323  142.39966
 276.19034  106.246254 129.24034  116.14368  113.1846   175.07373
 106.82276  136.04532  212.40477  130.03386  119.081924 114.55436
 119.153404 118.86775  125.10411  117.683426 108.15409  113.400444
 149.0489   150.11438  128.91371  105.2655   151.51721  140.5515
 111.076836 197.7328   123.05886  100.63891  141.9792   109.202225
 102.30712  180.31252  118.230484 108.770386 167.06299  137.70293
 148.84758  140.69608   94.34889  117.13945  111.04325  133.11266
 149.15456  153.18723  103.88787   98.30408  119.338455 104.196236
 114.81504  130.05284  172.37892  145.68648  129.20909  144.34576
 175.17166  124.13084  121.591064 148.15121  116.26839  123.709915
  95.49321  177.7106    98.02356  102.43159  125.27284  132.00775
 129.38289  135.64308  107.64375  177.4003   117.53933  154.70923
 123.49182   91.91768  140.71191  124.619835 110.41877  152.52573
 173.81857  127.86366  159.95317  165.52132   96.91273  124.838875
 102.71995  124.2658   127.306816 157.57237  127.266174 119.980804
 105.602776 134.63687  113.34835  154.19643  117.877594 125.34662
 123.22282   92.076515  96.18126  126.65327  102.11441  141.62628
 150.63693  123.131294 121.46557  136.58636  143.99829  140.0953
 100.6409   115.76138  139.69098  135.28008  119.33475  137.66383
 101.404366  97.69229  144.07597  134.53383  153.21542  138.24551
 130.94562  167.62427  127.65296  115.11066  141.65642  123.47646
 125.124664 126.1688    89.83535  112.65166  154.07886  115.17604
 110.86596  130.55922  151.29767   90.113785  89.92912  106.20589
 155.53659  116.8102   120.69728  106.126854 122.64081  139.30333
 188.40651  102.94559  106.86101  124.68998  113.5742   118.89387
  87.57682  104.40749   91.62599  144.22952  155.61395  176.64374
 153.12256  117.53359  125.226364 110.08975  121.394516 145.06839
 116.79965  123.68652  149.14119  175.41225  132.00653  162.70987
 121.173935  88.37906  173.43704  144.63622  113.84322  110.32319
 119.903755 166.97287  127.15994  141.67651  152.27937  147.59633
 115.2114    98.06411  114.728195 124.404175 124.37306  133.67316
 122.42652  123.36736  127.04823  132.06056  120.411    154.56891
 151.18579  124.49136  130.19803  144.7451   136.54868  142.15134
 115.12228  128.42496  109.30551  159.82909  121.62321  119.062416
 139.37186  103.75311  102.14108  138.90225  133.506    109.47869
 135.09267  128.9038   152.98634  120.875786 108.33698  128.41248
 124.80533  156.2175    92.37045  132.06407  149.5384   133.18636
 107.772446 125.040924 176.01288  127.39444  121.9541   123.68211
 121.33785  124.39205  119.98303  126.95981  114.70875  134.02745
 119.384254 105.26663  108.32544  106.99565  152.86346  130.54164
 129.76517  166.7334   119.87213  106.63908  139.98727   98.94253
 130.40819  135.22282  115.364006 126.29205  163.31636  140.02951
 136.05696  102.68127  115.093666 154.13391  144.09944  148.93304
 167.63211  142.1216   122.13967  194.3203   141.31062  121.37319
 129.0412   167.25166  108.14746  107.40139  974.4031   152.3531
 126.04034  164.65178  133.68898  126.03377  106.53895   91.63518
 103.470146 161.32239  114.16815  150.8641   191.6847   129.2497
 129.3856   154.81473  122.224625 145.02716  108.515434 135.19276
 230.25415  149.96355  114.032555 155.58496  115.26731  145.75781
 124.70642  115.407455  87.24481  146.67532  105.77716  126.36187
 139.23032   90.481705 106.53293  100.76383  125.12943  119.53335
 105.26655  130.55183  159.07466  124.31344  136.20717  119.8758
 115.49693  142.96013  122.07318   94.38557  131.71706  128.88867
 117.78513  129.77908  205.58739  158.23978  101.80387  146.22041
 175.17816  101.26366  117.128716 166.5808   136.12668  152.60678
 109.54525  148.67311  139.019    110.68323  161.21452  147.2536
 133.03674  141.6372   109.11504  124.12902  147.40369  107.14245
 163.32063  108.831985 105.53727  118.8863   146.08275  101.629745
 120.04765  113.2229   146.20302  105.253914 135.15967  134.14906
 109.65271   88.40545  140.80905  115.95787  132.13904   93.30365
 157.22887  126.19283  103.57102  127.729324 114.22878  105.5391
 118.529144 119.016624 130.60841  112.35828  145.14769  148.39856
 115.61795  136.75272  122.82635  108.45321  152.64833  137.24667
 133.58058  113.36344  235.6211   118.24674  133.46529  162.54729
 122.05634  153.60448  133.72241  133.93614  165.18608  123.32838
 105.4998   138.3935    98.99407  183.44902  123.422775 122.00075
 167.77707  115.420494 109.31282  117.89935  130.4153   140.2087
  95.863396 112.04982  112.420395 123.69555  116.54124  121.00118
 116.07294  113.968315  91.39657  104.73539  148.12923  124.92001
 116.05185  156.52881  133.32797  100.98005  137.27423  132.88211
 114.28659  142.16339  112.053986 110.64755  104.025795 131.07877
 100.59942  127.93667  101.999374 163.30841  134.57675  110.048996]",0.33351063829787236,0.4375220636526744
