,Classification_Accuracy,CLS_Cosine_Similarity
0,0.022644497228820268,0.47511892381942633
1,0.052256532066508314,0.4878078548595159
2,0.052256532066508314,0.49882017166325543
3,0.04782264449722882,0.501625497834851
4,0.05170229612034838,0.5014682469343898
5,0.049326999208234364,0.5030920296305358
6,0.05304829770387965,0.5072897198525342
7,0.04323040380047506,0.5185770538419184
8,0.12216943784639747,0.5406121825328981
9,0.4400633412509897,0.57328112935177
10,0.5977830562153602,0.5546171478550843
11,0.6634204275534442,0.5350387709008323
