,Classification_Accuracy,CLS_Cosine_Similarity
0,0.002216624685138539,0.2349209172884751
1,0.003828715365239295,0.2457325145171003
2,0.0025692695214105795,0.24823646304883373
3,0.00327455919395466,0.24573061282228426
4,0.0033249370277078087,0.24916751826499436
5,0.0029722921914357684,0.25229106323607864
6,0.007607052896725441,0.2672097914376059
7,0.02035264483627204,0.29012715761397045
8,0.1980352644836272,0.41531701721370795
9,0.36503778337531484,0.6036580009475782
10,0.49526448362720404,0.8401671975755232
11,0.5337531486146095,1.0
