,Train_Data_Size,Transformation,W,Residuals,Accuracy,Co_Sim_CLS
46,40000,Transformation_Matrix_W,"[[ 4.9307534e-01 -2.6571946e-02  6.5672144e-02 ...  4.1099442e-03
  -9.8949537e-02 -9.7637158e-03]
 [-2.8745864e-02  1.5769838e-01  3.5764631e-02 ...  3.9274260e-02
  -2.7177962e-02 -6.2219440e-03]
 [-3.9616380e-02 -2.1879448e-02  4.6043536e-01 ...  2.9864786e-03
  -2.5772888e-03 -2.6842160e-03]
 ...
 [-9.2586819e-03 -3.0720416e-03  1.1070705e-02 ...  7.5215809e-02
  -7.5356965e-03 -7.2616036e-05]
 [ 9.0885252e-02  1.8140027e-02 -7.8222658e-03 ... -5.6769513e-02
   5.5609625e-02 -1.7102242e-02]
 [-3.6663953e-02  1.0032166e-02  1.9183759e-02 ... -2.3939723e-02
   4.0123623e-02  1.0693372e-01]]",[],0.0498,0.8587303275515319
47,40000,Transformation_Matrix_W,"[[ 2.52419859e-01 -3.02056056e-02  3.98445688e-02 ... -2.31525283e-02
  -5.21300593e-03 -4.94863698e-03]
 [-1.00571826e-01  2.74944127e-01  4.45887214e-03 ...  2.24800594e-02
  -4.88902209e-03 -1.90146267e-03]
 [-1.52045209e-02 -1.90532804e-02  4.95232433e-01 ...  1.13582071e-02
  -1.50193246e-02 -4.14681295e-03]
 ...
 [-1.93514265e-02 -2.07244139e-02  8.86716228e-03 ...  1.13129228e-01
  -6.35916693e-03  2.46197241e-03]
 [ 5.50896581e-03 -3.79143190e-03  3.71949747e-02 ...  3.13704833e-03
   6.82509490e-05  4.14632913e-03]
 [-3.67460363e-02  7.59141799e-03 -1.64498889e-03 ... -2.95977015e-02
   4.80081141e-02  1.33432493e-01]]",[],0.0888,0.8631607912907935
48,40000,Transformation_Matrix_W,"[[ 3.41011941e-01 -5.58836311e-02  3.74781862e-02 ... -1.64945722e-02
  -2.10916176e-02 -9.30585712e-03]
 [-1.67441502e-01  3.14136356e-01  1.03864614e-02 ...  5.07091694e-02
  -2.04639379e-02 -5.97843388e-03]
 [ 1.01249935e-02 -1.29579622e-02  5.82047343e-01 ... -1.59857897e-04
  -1.39784943e-02 -3.64596443e-03]
 ...
 [-1.20318467e-02 -1.70835555e-02  1.21832415e-02 ...  1.36251509e-01
  -7.85339996e-03  2.74097081e-03]
 [ 1.90719455e-01  5.28579652e-02  6.64761588e-02 ... -5.23854920e-04
   1.45702377e-01  7.70590547e-03]
 [-1.07327141e-02  7.74460519e-03  1.26348401e-04 ... -1.24569638e-02
   6.83974326e-02  1.60390526e-01]]",[],0.078,0.8624093893227304
