,Train_Data_Size,Transformation,W,Residuals,Accuracy,Co_Sim_CLS
46,10000,Transformation_Matrix_W,"[[ 4.37454581e-01 -1.22813851e-01  6.09660298e-02 ... -1.80229396e-02
  -2.06124216e-01  1.96405277e-02]
 [-8.29362869e-02  9.58924815e-02  1.68069024e-02 ...  8.18897560e-02
  -4.29467410e-02 -2.33641583e-02]
 [-9.89504755e-02 -9.30043869e-03  4.23882514e-01 ...  1.31321568e-02
  -1.24554280e-02  3.05316551e-03]
 ...
 [-5.88762865e-04 -1.09246895e-02  3.13550909e-03 ...  3.84003967e-02
  -7.59673910e-03 -1.26972364e-03]
 [ 9.43471150e-06 -9.73050520e-02 -1.92998707e-01 ...  3.96505184e-03
   3.79732698e-02 -5.15132882e-02]
 [-5.62956817e-02  2.42601987e-03  2.94238795e-03 ... -2.53767967e-02
   5.13390731e-03  1.00815609e-01]]",[],0.1388,0.8302337307079583
47,10000,Transformation_Matrix_W,"[[ 2.38101020e-01 -4.56139855e-02 -2.55687665e-02 ... -2.76320595e-02
  -2.96699293e-02  1.20491791e-03]
 [-6.25033155e-02  2.39572182e-01  1.18557461e-01 ... -1.83641277e-02
  -2.47205055e-04 -2.33577136e-02]
 [-1.38002103e-02 -5.94595773e-03  4.73562509e-01 ...  4.14919108e-02
  -1.74205471e-02 -1.15444814e-03]
 ...
 [-1.68405045e-02  5.40756481e-03  3.73810646e-03 ...  7.42539614e-02
   4.34636790e-03  4.61913459e-03]
 [ 3.50160562e-02 -1.04355998e-01  1.11570004e-02 ... -7.81391338e-02
   2.30958071e-02 -2.32132580e-02]
 [-2.00205706e-02 -1.41740395e-02 -2.06364542e-02 ... -2.77032945e-02
  -2.84234621e-03  9.88421366e-02]]",[],0.1139,0.8353560301148968
48,10000,Transformation_Matrix_W,"[[ 0.29249758 -0.04444541  0.00459352 ... -0.07034454 -0.0353161
   0.00721098]
 [-0.14679717  0.27853808  0.05909693 ...  0.06459783 -0.02280686
  -0.02725537]
 [ 0.02878197  0.00507865  0.5141383  ...  0.02150647  0.00853728
  -0.00257817]
 ...
 [ 0.01278054 -0.00968805  0.02124142 ...  0.07832959 -0.01249091
  -0.00142648]
 [ 0.04349848  0.00832606  0.1084998  ... -0.05592107  0.17146271
  -0.00886377]
 [ 0.03678884 -0.02280859 -0.02167916 ...  0.00157375  0.00063938
   0.12569813]]",[],0.0411,0.8339118031179829
