,Train_Data_Size,Transformation,W,b,Residual,Residual_Norm_All,Residual_Norm_Mean,Accuracy,Co_Sim_CLS
0,7940,Transformation_Matrix_W,"[[ -2.6103983  -4.3659563  -3.6096616 ...   3.7924242   2.528451
  -10.111334 ]
 [  3.3138862  11.710925    7.122921  ...   5.9002113   3.71995
    0.4527929]
 [  2.5460641   0.1828132   8.433039  ...   9.961748  -16.510614
  -10.813822 ]
 ...
 [  3.9418488  14.568692    4.4019465 ...  12.256779    1.2309074
   -0.4139231]
 [  4.2717767 -21.085827   15.387292  ...  -3.342945   -8.1871
    7.715652 ]
 [  5.3836017   1.3838452  -0.0628316 ...   9.600736   12.974157
    4.1903543]]",,"[490.4758  469.99234 421.0359  399.7097  404.25403 508.1684  488.9743
 515.95703 367.82858 407.588   372.10797 460.22626 450.48767 476.12097
 425.85458 426.91464 235.0903  533.2521  395.42993 503.83267 360.59686
 405.95865 436.97528 570.9672  384.94235 426.5118  607.50275 420.6423
 430.2369  386.20468 251.75732 390.15546 499.63593 271.42325 476.99844
 433.2409  430.29736 516.0857  397.55652 426.24194 520.01263 465.2906
 489.33563 344.20776 437.16995 451.2243  511.44467 471.95905 460.2045
 444.5421  329.4992  512.0256  406.8589  435.38358 407.38452 457.47644
 533.0753  440.7936  406.34085 456.62338 516.9178  555.00024 385.0448
 481.28857 446.0623  461.2833  370.39914 372.1898  410.68802 366.88208
 520.01294 511.7564  423.53442 343.08835 364.4217  420.01132 538.8593
 466.41806 399.5433  556.81116 448.40982 544.4354  391.11237 521.7615
 402.22458 321.36722 554.0139  460.1596  489.84503 383.38394 374.68362
 528.77386 373.49155 476.00958 452.94537 480.55887 510.4106  567.2813
 405.4916  389.67682 490.96252 455.62125 357.65405 519.0819  422.0465
 399.1378  532.66644 533.8054  453.77533 387.37924 502.27463 434.70816
 364.5283  428.64212 495.34253 403.59506 589.6811  237.52934 457.10507
 431.16602 549.25525 480.28958 409.93958 519.67725 406.767   389.62744
 406.49484 475.99673 236.44864 428.86478 446.89505 422.62662 490.49048
 479.2825  461.0774  377.0546  384.51086 470.60904 394.82297 418.9773
 406.8929  344.43668 457.547   379.7632  399.6249  493.16037 443.5548
 540.1949  440.9321  428.32602 511.56958 486.56644 511.6335  457.9702
 487.70297 391.37845 475.74872 481.1075  519.3498  489.74216 418.24063
 555.4924  544.3867  424.64996 372.2693  382.07904 419.54623 363.53467
 532.1494  468.92136 460.12885 527.88586 555.64294 505.40848 394.83643
 399.9955  565.0231  436.85272 442.97626 512.66284 390.534   445.92322
 402.00195 472.4749  386.5523  258.8943  496.08142 508.8921  479.74417
 473.87448 434.28622 421.07535 440.38443 372.66815 586.5576  588.6727
 401.96362 390.25922 524.558   478.60977 432.72742 588.11914 486.3782
 482.49905 346.7387  459.09995 454.4696  451.57193 593.1674  453.1665
 331.19318 479.12418 375.59848 458.05945 404.61618 461.62198 360.41232
 378.0463  458.45435 461.92496 447.89972 366.46103 248.6038  336.6012
 493.9554  521.3486  452.9808  564.35803 496.79813 432.27115 501.8119
 570.3532  367.64093 450.10583 376.2939  482.42337 411.8932  437.71695
 477.4054  555.46594 474.51337 466.79083 539.712   400.11783 460.13763
 359.47818 426.99573 454.39206 455.16455 483.832   419.83972 514.07074
 454.4693  450.5463  474.93588 279.39508 363.9082  433.14868 404.8416
 516.2537  400.68845 428.54987 541.5061  437.87967 578.55084 458.7348
 452.43637 463.13736 394.14243 524.2002  544.92145 538.144   474.35773
 328.00757 445.7028  394.68674 458.60498 394.7053  472.5361  367.83954
 410.66797 505.5244  411.93628 395.53464 517.23883 471.4372  424.7975
 498.1998  468.64493 528.15356 457.09937 436.36578 420.92355 461.90924
 436.6034  512.24066 315.0194  478.61514 468.8213  412.6027  409.73193
 640.52136 502.3428  497.59424 406.32544 467.22214 492.3462  429.911
 590.2472  359.03894 504.4758  461.82056 431.41602 449.47675 388.37723
 437.65268 429.71094 491.89368 451.29886 352.72827 434.1204  471.91602
 474.43735 447.3139  442.93713 500.53537 413.40308 426.98016 401.85
 496.4061  406.33038 439.87488 532.3667  425.5439  447.65463 386.6061
 434.23206 479.22467 496.5795  421.15482 513.75854 199.58919 509.6046
 475.43607 463.90625 584.35535 449.0063  426.3048  407.25833 505.09842
 467.14688 421.74362 400.51288 377.90662 462.32767 412.162   482.9387
 443.68213 469.54214 495.6407  433.90057 428.39304 469.48117 478.39838
 568.7311  473.31683 448.39105 467.90518 377.97867 357.06332 541.9029
 474.96655 542.033   466.04697 404.87778 440.13748 434.8865  427.71783
 490.47226 637.25525 468.2684  410.50455 479.5666  445.15173 409.4271
 204.7842  379.80154 431.44983 506.07773 448.21127 484.71576 401.5619
 467.61755 411.84546 362.99487 465.93265 475.79956 446.39972 480.90363
 460.47046 529.06445 496.29248 560.2846  521.3044  476.71255 626.499
 462.35483 516.31006 427.84534 399.9999  341.7723  430.36282 527.9553
 351.2034  431.46292 459.7304  568.52454 400.28278 453.31113 421.15018
 468.00818 458.49875 485.9988  460.01254 427.06097 505.8792  419.27563
 495.62762 277.6075  546.4387  504.3964  417.77933 463.4918  411.44037
 413.33508 535.31445 401.43576 329.90125 436.61304 384.54425 401.6664
 534.9968  406.36017 372.1098  381.51642 552.80225 407.47333 421.64432
 464.12192 425.65222 455.54037 540.6489  518.4356  436.64224 550.3352
 498.54718 424.63364 466.70416 493.67075 377.6458  446.10837 408.3217
 451.89517 430.71915 334.56012 483.55945 469.66223 555.8925  387.8583
 595.9062  521.4526  321.77417 475.9935  480.87668 505.68704 378.18335
 472.82443 429.4171  475.76007 547.745   475.8194  536.5855  506.06433
 431.26175 532.6132  436.5873  540.22644 437.17914 403.12894 457.0838
 512.8532  504.61945 517.8014  448.21872 387.812   422.49936 527.20654
 400.75095 428.7485  441.81717 386.6382  463.88245 428.0281  488.03802
 457.19693 276.5759  477.70734 446.17886 383.9669  483.89813 428.99304
 490.4121  375.45758 346.9305  519.2973  485.50906 596.2351  400.9202
 494.0014  458.44434 536.82007 447.1585  454.78134 426.0763  415.37683
 458.37585 467.17966 472.21112 524.9616  450.84006 479.7107  468.91028
 346.8069  491.3483  394.0689  469.21292 476.0345  467.4996  416.92276
 400.82248 578.0924  460.89807 450.74847 437.05487 541.83984 492.7816
 414.76056 414.8782  473.4139  419.94806 332.9047  436.34042 399.97876
 443.26077 458.808   450.4495  460.0868  358.514   465.5222  467.64218
 439.01852 424.67706 473.8592  469.63126 455.5875  458.51144 458.42902
 473.3804  409.99326 453.01474 435.50842 401.84296 461.19058 430.15823
 495.26288 421.36755 386.7     447.88876 501.12225 460.9823  423.04068
 489.16943 557.1145  492.56876 437.27567 467.11145 486.12677 370.77502
 400.9877  458.89124 389.07843 490.50327 424.669   452.50226 469.93933
 428.82205 464.87863 449.8756  512.223   418.8131  466.00766 459.31046
 455.93753 403.24606 678.0285  480.97162 545.6342  430.95462 455.37308
 396.05844 453.48026 469.30194 408.2558  526.3104  500.3211  507.893
 467.88806 384.71042 599.7455  439.27567 388.30176 483.33563 457.9785
 461.53543 535.11786 358.8578  428.69025 513.9655  410.99387 415.27216
 553.8523  496.12363 376.24332 524.9451  466.72934 546.92017 535.35767
 374.09897 481.4954  437.48096 453.97708 459.45212 422.5143  434.6886
 456.10233 440.9092  606.0506  344.89737 422.3877  375.29422 188.06786
 437.83035 531.65594 506.87866 480.96686 394.95312 560.94727 509.56082
 346.91815 485.47528 494.46652 391.67407 458.1825  455.57294 516.5105
 424.80283 488.09467 453.6896  485.78638 450.09833 515.9105  375.92032
 445.75894 429.2933  417.15646 387.82922 471.8102  474.922   540.48785
 412.02573 417.0509  345.78235 518.9665  441.62308 436.59036 306.73682
 422.07397 420.40298 324.87567 453.58948 450.29724 407.45203 455.79025
 482.0229  427.083   446.72266 526.6456  444.52948 376.4706  441.59232
 370.28275 380.1653  506.04385 366.20966 383.02924 483.95294 375.36618
 375.6114  392.31284 393.0042  375.3846  316.05493 529.7322  464.1809
 435.11533 327.1415  495.8311  465.2949  482.17233 480.45218 508.94238
 495.9506  398.16153 464.02298 358.569   492.96594 432.0358  384.77777
 460.3848  525.44305 489.58383 488.13834 438.2571  408.05713 392.07324
 503.19455 565.4308  494.8278  484.10233 510.12915 440.676   496.46194
 456.3669  390.87073 428.27383 473.46573 399.7562  388.96524 467.52966
 469.38232 456.845   428.02875 590.6306  510.6372  453.7135  404.5308
 425.09558 505.42596 528.5492  448.76907 196.73647 517.9083  376.03088
 472.80884 407.808   531.4328  469.74234 432.01993]",[6.5804048 5.6694255 3.819444  ... 7.861238  5.0105405 7.0416136],6.529034,0.042518891687657434,0.22015979169745153
1,7940,Transformation_Matrix_W,"[[  1.4081575   -0.12143525  -9.296414   ...  -1.49817      2.1076949
    2.6818106 ]
 [ -5.618903    -3.2868435   -1.4162928  ...  -6.6192365    4.7210274
   -1.4548544 ]
 [  4.004355     1.7948757    7.357204   ...  -2.9719782   -1.7259791
   -9.755322  ]
 ...
 [ -3.4528766    6.064557     5.4218745  ...  -0.4997008    4.491737
   -0.4705068 ]
 [ 12.2799835    0.6086654  -11.057554   ...   0.7745701    3.5090747
    7.450796  ]
 [  4.1499724   -5.760068     0.7644709  ...  -6.28113      3.5899384
   -3.0356116 ]]",,"[481.16354 467.77173 399.24155 391.43872 402.7962  490.38333 473.0474
 508.49243 355.58386 399.0362  369.6317  445.6274  437.84662 452.78473
 421.91183 415.22452 218.08797 519.03424 382.3489  487.91403 354.08377
 396.57803 426.03067 557.4878  380.15674 419.87537 594.7827  414.67676
 411.18707 380.25577 235.64064 380.04318 490.8016  245.7693  463.4384
 421.8122  421.4007  507.50085 390.91882 416.64984 509.12225 456.04208
 477.81802 331.43872 426.90015 436.00372 497.66348 457.64948 443.53677
 437.5075  321.63766 503.53696 395.71622 416.42236 383.41776 450.81473
 521.7726  423.40024 397.0647  453.48093 501.15494 535.6136  377.18903
 463.70392 434.22836 452.48883 340.83923 366.52313 399.81665 357.14508
 506.86395 498.2425  413.49258 328.269   363.14862 415.46167 522.9836
 449.6722  386.87662 538.46    440.39816 514.738   377.77887 508.6227
 390.2079  316.85803 542.0204  450.3487  479.3435  370.08765 367.45593
 513.7124  366.54504 464.61362 444.9702  472.627   495.34824 561.7369
 392.9007  377.71988 467.5352  452.79382 348.35126 501.3452  403.47873
 385.0723  521.06995 519.17456 445.34113 375.29068 488.75854 423.43555
 352.35648 415.92966 468.45242 392.8623  577.28394 180.84717 434.11023
 420.9005  536.71106 476.0581  406.2872  507.36453 388.7603  375.13647
 392.66675 464.7055  221.3241  422.07617 438.021   394.85983 480.33276
 464.45163 441.55905 339.75912 379.03772 458.85437 384.60928 412.50125
 394.9343  338.39465 438.08124 368.85764 392.92664 476.74185 431.09512
 527.441   431.67767 419.82977 500.3146  472.06653 498.2327  437.72284
 468.06165 382.92984 455.71188 469.8301  510.10098 468.34525 405.09088
 543.8621  532.0187  412.6356  365.78473 371.48956 407.866   332.49002
 521.4321  463.41495 449.79584 514.57666 528.7498  468.37082 382.04672
 387.31415 545.0705  435.75256 434.46292 501.40958 378.46457 439.73972
 393.34155 458.98322 384.18613 249.01042 484.3587  501.6519  460.49115
 462.04614 421.52646 409.76294 430.12875 361.7187  571.29224 571.82086
 389.02832 349.18326 517.4559  466.65378 416.66904 567.97577 468.5899
 473.3471  336.5953  449.21808 440.1788  442.43112 580.0932  444.40524
 321.1238  470.58075 351.01648 443.73602 393.0119  449.64587 337.90506
 371.2778  441.34506 451.36658 432.82095 363.4886  241.07275 330.71005
 467.2712  504.56073 437.28006 541.5181  486.60333 422.20563 496.18356
 554.833   356.60498 436.2116  367.84897 470.06198 395.94864 426.29388
 468.07672 538.3904  458.74677 457.9838  529.23444 386.9028  449.7223
 353.21213 414.4058  441.61475 444.77045 479.59528 409.8749  495.13052
 444.71924 431.3068  459.24164 242.38287 350.51233 387.0352  393.82684
 513.13245 393.5571  418.71237 498.8779  431.077   561.9377  451.3025
 437.0971  458.6916  383.56128 511.4455  525.0437  521.33795 462.65857
 319.80197 442.03336 374.32993 445.83182 388.0361  460.92477 358.96222
 391.61078 491.45352 400.29486 378.6649  499.08023 459.32956 413.62396
 484.9552  460.26376 511.50098 446.32773 429.14362 411.7323  447.86765
 429.3406  493.1714  308.048   458.63705 457.74347 397.85373 396.55292
 621.25226 483.4353  486.02213 397.13596 459.6214  479.52255 419.79916
 561.7686  332.95505 498.87756 445.05103 419.72516 437.98285 383.34427
 434.44504 416.00955 483.2824  448.72125 345.81357 429.63763 455.80865
 463.4908  434.2099  434.59744 489.66757 401.10785 417.83252 395.61407
 469.05283 404.67935 432.71362 523.3398  408.98624 439.82767 377.2702
 408.3051  466.2958  476.1002  398.23456 497.85596 188.9489  487.78934
 465.07425 413.7855  575.7895  437.3786  416.33594 395.01486 483.89166
 439.3765  414.63046 392.3177  368.481   456.41388 404.277   467.25256
 427.94467 462.49005 473.76968 424.4314  422.3339  460.4287  467.14276
 553.1824  456.84448 434.39508 469.0187  367.7626  345.06247 529.4721
 462.16174 526.3263  456.41766 396.84583 421.90958 427.96558 415.96222
 467.64703 625.1641  447.5082  402.0618  468.07898 434.1302  406.19455
 179.0319  374.86923 421.56    477.19193 433.92322 462.5104  396.19614
 457.32233 400.82193 355.97293 457.85947 464.10754 434.2525  459.74533
 448.94803 510.42267 493.90735 542.3776  512.42395 465.03867 582.8251
 451.9131  497.85974 413.1965  390.4718  328.90372 427.36475 512.8081
 343.6008  416.34222 453.21893 548.27484 384.77185 439.24585 409.56693
 457.4487  437.01706 473.09332 449.04538 407.80258 488.71555 409.30832
 486.79102 266.5207  532.0981  488.96417 406.3416  449.54077 393.88446
 405.38345 524.5687  394.90854 323.71338 427.26016 372.20312 394.27966
 519.8883  398.15085 362.3298  371.15463 537.38916 398.30948 412.13336
 448.29205 414.11234 446.6696  524.40735 501.16458 426.7696  525.5086
 480.93036 414.78918 456.32523 480.91046 370.75793 425.98782 398.0891
 444.2093  418.6507  327.00323 476.5565  455.6347  538.0854  376.55423
 579.94305 514.70416 294.04947 468.9606  459.1805  489.70944 370.55023
 462.85858 417.62164 469.03006 536.02185 455.13135 530.7775  488.6503
 422.3416  469.55905 423.4406  531.6999  422.26083 386.98114 428.46698
 502.98083 479.38068 501.00418 435.7402  364.63623 415.0282  507.23795
 391.6894  412.27277 439.63403 377.06512 459.84064 417.6953  476.66125
 444.71207 250.04991 467.49307 438.54343 366.84366 477.20407 422.72986
 487.0047  364.03265 340.07935 499.47968 470.55872 579.76117 392.1557
 479.88437 450.68857 525.8055  435.46246 444.09344 420.18814 405.80936
 442.5085  459.9907  459.46402 507.11023 441.25082 470.7281  459.26926
 338.2361  470.19446 381.70474 462.02054 466.0919  449.098   409.7144
 395.06577 566.1297  448.84012 444.3023  437.29303 531.32935 480.9753
 406.77228 401.65845 464.7257  408.65823 321.16653 418.09058 394.72723
 435.68338 441.68777 434.6302  444.77692 343.88028 455.44324 458.13547
 424.19962 418.8444  469.4054  467.2032  438.09076 445.756   446.3356
 442.65063 400.3076  440.87112 411.1383  392.50702 447.56448 420.31638
 479.33    409.7554  374.73468 379.13882 491.33414 445.9095  412.576
 476.4419  540.44794 476.24783 426.7535  453.64493 474.1933  357.23453
 396.70956 447.82117 379.51657 475.063   416.85727 442.38824 451.59293
 417.79794 457.24533 433.7966  504.08755 403.8133  434.25418 445.0913
 429.13452 399.41055 667.64075 468.46317 525.3205  419.49887 439.89798
 387.1516  436.6556  457.1151  397.19962 514.6394  496.5857  494.23102
 455.1584  373.55972 573.87695 434.23492 377.0964  469.27478 447.69794
 447.61523 455.74637 324.05917 419.90265 501.4797  404.32455 404.24857
 549.6654  481.65384 366.28247 516.16785 450.93466 532.1867  517.36487
 361.6354  472.77475 426.12137 441.41165 449.2157  398.25027 424.10425
 444.91196 430.3563  591.7748  329.38635 409.3906  369.98462 174.4498
 423.0611  517.29193 494.96136 469.72943 389.2669  543.88074 495.18005
 339.7595  472.0086  472.9631  381.4035  452.37366 442.89847 507.57013
 410.2801  472.63467 442.1846  474.0028  436.41696 498.24017 368.9563
 430.6272  388.60828 411.5305  373.36545 451.83615 466.45895 530.19226
 402.4614  402.3543  338.20093 499.67087 436.91257 428.39868 300.5782
 409.3266  407.26688 324.268   450.94348 444.91275 396.81036 450.33966
 468.3751  421.0966  440.33365 513.6184  436.8335  365.63873 430.73242
 365.72723 368.0717  501.77905 355.2323  365.7885  469.4337  364.71503
 365.50143 382.154   387.11414 365.27762 304.88287 504.35974 456.38956
 424.29233 318.06976 436.04837 455.27585 471.85025 473.9824  497.34927
 486.28528 390.5194  452.57944 349.0888  480.08307 426.12854 372.1961
 446.4723  519.8448  481.3553  464.4286  424.55243 398.29257 383.30746
 482.0199  551.1319  483.1438  469.2293  488.7383  433.01672 486.49194
 433.9643  389.48337 415.32962 456.5477  386.46692 379.83145 457.50354
 455.82666 447.52255 421.4521  553.0696  500.97577 444.29977 390.9237
 417.9855  500.18646 521.5141  439.139   182.35873 509.3782  373.08975
 457.19818 396.00488 517.65173 459.54953 423.63083]",[6.6903086 5.821997  3.787275  ... 7.7338595 5.1900387 7.028613 ],6.4355063,0.06473551637279597,0.2676246791023917
2,7940,Transformation_Matrix_W,"[[ 6.257118   -5.822176   -1.3597605  ...  0.13190402  1.1965984
   2.4121587 ]
 [-1.0790279  -3.0767138   4.7222886  ...  3.912983   -0.7264958
   2.2149675 ]
 [ 2.073063    1.7016144   2.461868   ... -4.8252482  -4.562197
   0.56966305]
 ...
 [-6.7601576   5.821823   -0.69739544 ... -6.9552703   8.8101845
   0.6278687 ]
 [-2.1542833  -3.5858896  -1.8204212  ... -5.0171137   1.5958233
  -2.0193067 ]
 [-2.720549   -4.124784   -3.8228252  ... -3.4745274   2.114411
  -2.3575149 ]]",,"[461.78906 458.629   383.12128 378.16177 390.20853 465.48416 451.28915
 491.8527  342.0002  391.19388 357.1789  417.72473 427.46805 422.6297
 408.74075 396.5653  205.35641 492.37527 366.01468 475.19467 345.59613
 382.05408 411.97067 539.28564 372.96347 415.92755 573.9526  399.45633
 398.87592 368.53635 219.01778 367.50436 482.5754  230.92946 447.8912
 410.18893 407.8392  491.71777 382.1718  403.78186 485.9575  448.2451
 461.39987 319.501   416.61884 424.56873 481.34558 437.7568  431.66318
 423.52377 311.4571  493.54416 382.97208 406.92093 364.86783 438.6816
 501.9301  406.6967  392.38422 441.0723  485.94632 518.6137  366.2621
 441.9343  429.4968  432.47098 317.6545  352.32394 384.80325 342.63733
 482.21176 486.00488 402.63315 317.40103 349.29724 405.42154 516.55334
 428.60773 366.7612  519.818   425.86667 490.02878 370.3323  495.4963
 375.00497 312.59274 526.4486  436.0219  464.11557 365.09058 360.1983
 502.4147  362.02347 452.48862 429.0203  457.89948 481.09464 545.4868
 379.4037  363.21808 445.51602 439.91702 334.96472 485.8079  391.7026
 374.7781  497.48505 504.88223 431.61902 363.97507 464.44733 411.47498
 342.48334 402.15457 453.15414 381.72562 566.91736 154.06291 422.8753
 409.8345  522.90985 464.1961  394.8757  481.33984 371.00974 364.37704
 380.55637 455.9196  205.72351 414.48114 421.04294 382.87518 465.9299
 452.5488  431.5853  330.11057 372.55612 453.89487 367.72238 403.05283
 387.2462  330.18948 420.94946 358.0325  382.9514  454.16843 418.2766
 516.5989  422.01047 407.6723  480.97934 458.27295 485.15378 421.4542
 438.2513  374.58078 438.28296 457.01175 492.95847 452.356   394.65182
 532.0304  516.74    395.82095 357.2855  362.63846 395.66806 304.17584
 507.91214 446.4947  437.43494 489.56934 515.81335 437.84055 371.8012
 374.67276 527.16956 421.1451  422.25833 485.77512 371.41818 424.68643
 387.8048  437.45074 377.21048 240.43887 472.66226 483.1814  443.3425
 445.02924 411.54965 394.8391  409.17133 350.03308 553.9579  548.61664
 370.536   331.7707  501.7616  454.58145 405.83142 551.2512  458.16623
 463.29056 325.0399  432.3658  432.59808 431.7512  554.92426 430.8938
 311.20074 456.6473  330.4276  431.3464  386.67523 439.3549  323.75845
 360.6139  426.4396  440.5417  419.46375 357.8536  229.48795 323.0292
 453.6564  491.5174  428.38937 525.6915  470.48203 411.7617  483.19864
 540.3684  346.7778  424.35788 356.5265  457.609   385.31958 414.27765
 444.38464 523.69556 441.5177  451.51227 511.15115 375.54483 432.56952
 341.39413 397.02094 427.78287 433.08365 466.02106 403.29553 484.0464
 434.2266  410.23975 443.4374  212.91797 340.57553 352.0931  375.32306
 493.83072 376.767   409.1817  452.39713 415.9311  545.89624 442.80243
 423.66837 442.55698 373.76797 489.47052 511.8121  503.6734  443.94916
 307.54718 434.51907 367.79913 436.86978 378.3301  447.95895 352.26392
 377.81027 476.93817 386.60065 366.2792  490.77567 448.83868 405.78256
 467.07822 449.52896 497.98438 431.78247 418.35513 392.86826 434.44583
 416.99902 479.37598 304.03098 436.1776  440.91464 386.66315 383.47668
 595.9812  464.12122 468.54474 386.32367 442.0001  461.35263 412.20676
 532.87524 313.6035  475.69705 432.8249  409.52737 419.78345 373.50955
 423.0791  408.8407  467.24792 442.32883 340.88452 421.50607 442.3269
 448.8617  421.09912 419.87787 473.82745 388.1565  407.46155 381.74216
 444.64853 389.96387 424.97687 511.9578  397.7832  423.9411  365.13736
 377.49957 453.00333 464.7152  391.6039  487.89005 173.18744 477.80527
 445.15414 368.72195 562.2963  426.35275 409.05377 379.81555 462.78864
 396.70483 403.90585 382.15244 358.4752  440.49307 399.26984 450.94238
 415.78867 456.89508 456.9443  419.9475  406.13702 440.96344 448.63785
 529.14526 441.66306 425.71027 452.13647 358.15256 335.16016 511.40808
 447.02875 510.73312 443.78934 392.31863 412.639   413.6863  398.76587
 448.28815 609.9484  432.08072 389.7479  458.53622 422.01962 397.67642
 167.55669 367.26288 403.4284  463.9248  418.45154 444.18292 381.37637
 437.71997 379.43457 347.52493 444.90958 451.97913 422.15527 452.4366
 437.9499  495.58566 478.6696  526.8879  496.08582 448.51755 554.6322
 444.83905 479.26514 398.2357  385.851   311.35056 417.07733 499.8264
 334.72348 405.43243 441.16776 528.40625 364.72864 428.25006 397.56863
 444.16632 425.20523 463.76282 429.7733  374.8939  480.53183 396.95737
 473.0415  251.13275 525.4556  478.8515  397.1131  436.68716 362.0904
 395.11816 508.7615  387.079   312.93985 415.76746 360.80753 379.6735
 507.4731  385.07294 353.36447 365.0295  530.0549  389.55386 399.587
 427.6395  406.66864 439.74344 502.18292 485.99063 416.60504 498.20212
 463.48532 409.46307 440.50165 468.5023  358.4671  416.14066 384.193
 436.19183 411.26117 322.8896  463.40292 439.55862 520.3353  362.50507
 561.52094 499.92215 274.36255 451.77515 445.90894 470.26697 363.70718
 451.96008 396.5017  453.98602 523.8089  436.8469  521.7761  468.36935
 408.63217 428.1556  414.3517  510.9737  409.02454 371.4238  403.76318
 491.2629  454.62823 484.28378 420.3246  348.88412 399.80322 484.47974
 381.21738 396.6989  427.7061  367.47006 444.0744  402.79272 463.1542
 426.47382 228.16177 443.817   419.8528  347.75867 466.79367 406.21283
 475.64487 353.478   333.11118 481.01883 456.82562 561.6809  379.5322
 467.4009  433.0636  503.81476 419.84106 427.59894 411.2384  396.9602
 426.30597 447.50598 452.80893 489.1447  430.60522 461.82996 446.23462
 329.5661  455.34247 375.8271  450.14255 452.8661  427.38284 398.63388
 382.55975 553.7446  437.9904  434.2658  425.85342 511.69424 460.23584
 378.8456  391.93326 449.95923 398.48495 311.41406 406.80905 386.0873
 429.50613 434.5071  418.8334  429.3612  330.5683  448.34445 447.0895
 405.26996 408.1634  459.115   453.6415  430.35458 435.79413 436.2725
 424.8651  389.9114  427.67392 388.80426 386.51843 432.73923 411.1164
 465.31577 400.61395 361.59027 317.47464 473.18634 427.3892  400.98343
 465.13937 518.3528  464.91504 414.42487 438.84964 460.4477  341.74414
 378.30685 430.9346  370.65433 461.89246 404.91074 437.72604 426.09097
 404.3909  445.40955 419.72028 490.9995  393.83685 427.78906 431.24124
 411.5731  391.09955 656.9492  455.12802 505.31183 408.99396 423.14917
 382.59915 411.57138 449.0838  386.3596  499.06873 486.18433 475.87347
 435.2507  364.5736  545.4999  421.18365 364.41696 458.33014 434.9255
 439.5668  359.76794 285.60596 410.1636  483.37488 395.39514 397.57336
 537.6205  470.1165  351.71396 500.684   423.7758  522.23016 502.13416
 352.5131  461.61133 407.2436  426.90482 426.79453 381.03256 411.96057
 426.80573 422.32132 567.49304 318.59073 398.31787 364.2519  160.62672
 409.26935 501.52066 479.1585  457.18515 373.58514 530.7969  482.37082
 331.3091  464.69485 454.23108 370.06476 437.16052 424.72568 494.5331
 400.31406 452.6041  433.41022 462.99692 427.8789  479.94876 359.0848
 422.25824 369.09024 397.70462 362.6865  434.77377 456.98523 508.12543
 388.9222  384.04953 331.79407 485.7387  423.21347 419.3675  293.7018
 396.43875 399.6557  318.09134 437.95853 431.1127  384.84232 436.58755
 452.5438  414.57364 439.30096 499.68484 425.65005 355.6147  425.2857
 354.94473 359.46387 483.82248 340.41006 346.26096 460.22733 352.05545
 350.56253 371.6484  371.68707 357.1707  294.67224 487.40137 450.1577
 412.54025 309.6798  374.3969  439.65347 459.1048  460.53442 484.8672
 471.8031  381.75067 437.37366 335.35535 467.0373  411.67462 362.2555
 436.80814 505.3771  463.2029  454.24814 415.62354 379.97525 371.9159
 465.3249  541.18115 466.84076 454.39838 476.33044 419.64886 478.21927
 418.4825  383.19702 401.04425 436.7256  375.23694 358.78415 447.70667
 441.8155  428.3279  416.4553  521.7201  479.59274 435.2696  372.8076
 407.61343 483.91898 505.50085 426.96924 166.09377 492.5356  363.3123
 439.95908 386.52008 505.94177 447.1644  413.75064]",[6.5684032 5.7928553 4.0625825 ... 7.560077  5.255728  6.6286354],6.329041,0.09717884130982368,0.3126676899060559
