,Classification_Accuracy,CLS_Cosine_Similarity
0,0.09592592592592593,0.07123345615298943
1,0.06666666666666667,0.07533078457683672
2,0.12185185185185185,0.08237422584707654
3,0.09407407407407407,0.08433138191440077
4,0.09592592592592593,0.08185091512927482
5,0.09555555555555556,0.09667056785939737
6,0.13555555555555557,0.1088812354692193
7,0.23666666666666666,0.14468078453873479
8,0.5462962962962963,0.2595630755951238
9,0.9674074074074074,0.48299699190051054
10,0.9822222222222222,0.7898319197255511
11,0.9866666666666667,1.0
