,Classification_Accuracy,CLS_Cosine_Similarity
0,0.023404255319148935,0.19718683734536172
1,0.023936170212765957,0.20946440895398458
2,0.025,0.21351856142282485
3,0.02074468085106383,0.2126079762975375
4,0.015957446808510637,0.21838578184445698
5,0.040957446808510635,0.2235785499215126
6,0.06436170212765957,0.23581936756769817
7,0.09308510638297872,0.25221193383137386
8,0.23882978723404255,0.31815006335576373
9,0.38776595744680853,0.48643500804901124
10,0.5074468085106383,0.6536722262700398
11,0.5313829787234042,0.7243608156840007
