,Train_Data_Size,Transformation,W,b,Accuracy,Co_Sim_CLS
0,4311,Transformation_Matrix_W,"[[  2.366598   32.41571    -9.666832  ...  -3.260417  -27.6812
    4.449883 ]
 [ 19.694168   -0.9835487  10.406027  ...   6.2315955   7.5993376
   -4.0408893]
 [-26.101646   10.4936075  -6.8276763 ...  11.456423   -4.425365
    3.0396128]
 ...
 [ 26.111723   -3.4013987  -6.690457  ...  12.122901    9.753751
    3.6705835]
 [ -5.313214   10.994952   -2.9164503 ... -25.79239     3.5085661
   11.123887 ]
 [  4.053678   -6.962557   -6.465127  ...  -2.0569568  -2.1323333
    7.7825217]]",,0.016913319238900635,0.09474591518353138
1,4311,Transformation_Matrix_W,"[[ -6.363661     0.87435335  -4.9117694  ...   7.083316    -2.7030346
   -4.429907  ]
 [ -4.840821    -4.113629    -3.6607752  ...  -2.7110007    1.8973303
   -4.1906404 ]
 [ -1.7934829    5.985806     4.651997   ...  -4.7682924   -5.9867644
    1.9637318 ]
 ...
 [  4.4353538   -0.14923285  -6.846678   ...   1.4557351   -0.9563794
    9.460535  ]
 [  7.0975256   -6.1859393    3.1143017  ... -11.246342     9.5365095
   -7.206223  ]
 [  7.6446447   -0.48195136  -6.672841   ...  -8.221076   -11.589036
   -4.877387  ]]",,0.02885213281930108,0.1378739139449502
2,4311,Transformation_Matrix_W,"[[-5.0774580e-01  3.5116887e+00 -6.6896210e+00 ... -5.5011945e+00
   1.0721225e+00 -6.9118700e+00]
 [-2.4597502e+00 -6.8335718e-01 -1.1093735e+00 ...  4.2436180e+00
  -1.5570261e+00 -4.7128089e-03]
 [ 9.2390889e-01 -8.6265475e-01 -5.6923833e+00 ...  1.7163522e+00
   6.8407292e+00 -3.2944040e+00]
 ...
 [ 5.4183826e+00  1.9501147e+00  4.2234101e+00 ...  3.8902640e+00
   1.0139866e+00  1.4435135e+01]
 [ 6.7805982e+00 -3.7557793e+00  3.2263410e+00 ... -1.8184954e+00
  -1.8080912e+00 -6.6736083e+00]
 [-1.9551767e+00  4.4165077e+00 -4.5984402e+00 ... -4.2124825e+00
  -7.1679888e+00  3.1496384e+00]]",,0.038303693570451436,0.16732490884642753
3,4311,Transformation_Matrix_W,"[[ 4.3811407  -1.5611191  -0.9038572  ...  2.835119   -2.102016
   2.8259041 ]
 [-0.57512957 -0.7664547   1.6667665  ... -0.5962997   0.11716011
   0.69706476]
 [ 2.255764   -0.0158447  -1.6461078  ...  4.3041563   1.9761062
   2.4484527 ]
 ...
 [ 4.4895787  -2.5992584  -0.32078806 ...  3.5438304   1.1560595
   3.0227873 ]
 [-2.578528   -1.0669907   0.76474917 ... -5.9570036  -3.0080512
  -3.1716697 ]
 [-4.3609824  -1.4606669  -3.6515186  ...  0.95950013 -1.8907166
  -1.9193394 ]]",,0.06267877129710235,0.2294237452840048
4,4311,Transformation_Matrix_W,"[[ 0.2958986  -0.52564764 -0.63031256 ...  1.5991101  -0.01164757
   0.5766456 ]
 [-0.22481748  0.6566298   0.596678   ... -1.671029    1.3410306
   0.5974123 ]
 [ 0.5296223   0.6400505   0.93942547 ...  0.38822582 -0.4781454
   2.0819075 ]
 ...
 [ 2.1590912  -0.4236392   0.43906948 ...  1.4241748  -0.42001727
   0.30557713]
 [ 0.7830561  -1.7674137   0.61246186 ... -0.7070073  -1.795404
  -0.51957643]
 [ 2.1599154   0.15639472 -0.02573395 ...  0.15146239 -0.41991577
   0.20596549]]",,0.08183061808232807,0.2747066563793591
5,4311,Transformation_Matrix_W,"[[-1.3939462  -0.7988363  -0.63876426 ...  0.87474424 -0.5561859
  -0.19578558]
 [-0.01905982  0.03191433  1.235091   ... -1.0451815  -0.06980775
  -1.4452451 ]
 [-1.8604783   0.06112544 -0.223872   ... -1.0084292  -0.25449148
   1.606453  ]
 ...
 [ 1.1367416  -0.5255722   0.67624485 ...  0.8382261   0.26393333
  -0.75815874]
 [-0.7488371  -1.0402718  -0.30275598 ... -0.73511606 -1.131388
  -0.11904675]
 [ 0.45092952 -0.16287214  0.56634337 ...  0.6172799  -0.00402846
   0.9971636 ]]",,0.11938813580400448,0.31251497980621123
6,4311,Transformation_Matrix_W,"[[-1.9289885e-01  4.7863755e-01 -2.7822390e-02 ...  2.9299691e-01
  -4.0203284e-02 -3.3016145e-01]
 [-2.2604975e-01  4.9485630e-01  2.8863060e-01 ...  6.2115766e-02
  -1.7698619e-01  7.1537524e-02]
 [ 4.2340198e-01 -5.6504145e-02 -2.4941437e-01 ...  4.4237953e-01
  -3.4743527e-01 -4.3471760e-01]
 ...
 [ 1.9638841e-01 -1.4654097e-01  1.1145589e+00 ... -3.9313710e-01
   4.5443114e-02 -5.7086039e-01]
 [ 4.0427869e-04 -5.4390788e-01 -2.5406858e-01 ...  8.1439090e-01
  -6.9930092e-02 -4.3287486e-01]
 [-4.5295581e-01 -6.5001529e-01  9.3547359e-02 ...  9.6173853e-02
  -3.1959948e-01  8.9157289e-01]]",,0.11043402561870413,0.31128374073240495
7,4311,Transformation_Matrix_W,"[[-2.74753213e-01  1.00573756e-01 -1.79285094e-01 ... -2.70998269e-01
  -8.37008774e-01 -6.70428574e-02]
 [ 4.52099234e-01 -3.43585163e-01  3.24981689e-01 ...  1.19161844e-01
   2.92835563e-01  1.53049678e-01]
 [-1.00300007e-01  3.42882872e-01 -2.78343350e-01 ... -7.24376703e-04
   1.69021711e-02  4.97636199e-01]
 ...
 [ 2.26136819e-01 -2.80100614e-01  2.01126840e-02 ... -5.87706491e-02
   1.10482574e-01 -2.94856429e-02]
 [-4.83247429e-01  2.97581055e-03 -5.30956052e-02 ...  2.96164900e-01
  -4.44224663e-02  1.20127894e-01]
 [-2.62948573e-01  1.12902857e-01  6.92554176e-01 ...  1.50757805e-01
  -5.13972342e-01 -3.42743695e-02]]",,0.11665215769182938,0.31048506273636745
8,4311,Transformation_Matrix_W,"[[-0.500762   -0.10604332  0.19016209 ... -0.2571329  -0.41528076
   0.1442848 ]
 [-0.20796031 -0.21041036  0.0014382  ... -0.21166064 -0.17768228
   0.30549562]
 [ 0.0022408  -0.07347514  0.4863695  ...  0.472482    0.08907659
   0.23848084]
 ...
 [-0.0550627  -0.24486199 -0.23407638 ... -0.05377312  0.01899416
  -0.08561814]
 [-0.2901747  -0.1234455  -0.15058918 ... -0.23025517 -0.0141279
   0.3159104 ]
 [-0.23093894 -0.13023609  0.44728893 ...  0.07605354 -0.16957408
   0.24260308]]",,0.16515358786220619,0.36838397430995157
9,4311,Transformation_Matrix_W,"[[ 0.14117691 -0.00290166  0.1771209  ...  0.09859861 -0.3671832
   0.08819769]
 [-0.00214864  0.00932478 -0.00578956 ... -0.25029492 -0.03974617
   0.20176025]
 [-0.03725078 -0.0781713   0.31541705 ... -0.10681654 -0.05037367
   0.11228345]
 ...
 [ 0.09406398 -0.11918104  0.31811634 ...  0.3467849  -0.11154835
  -0.1947342 ]
 [-0.20552924 -0.15039164 -0.24645698 ...  0.06624916  0.18797363
  -0.02389952]
 [ 0.10915551  0.1593273   0.03818778 ...  0.1261694  -0.01972708
   0.1801938 ]]",,0.3260788459146872,0.4842651067745118
