,Train_Data_Size,Transformation,W,b,Residuals_Per_Image,Accuracy,Co_Sim_CLS
0,50,Transformation_Matrix_W,"[[-2.51602    -1.2114424  -3.291261   ... -2.170673    0.63143516
   1.683003  ]
 [ 0.236652    4.854675   -0.5466498  ...  1.6791849   2.3063478
   4.2731023 ]
 [-1.1155987  -1.9222654   0.37155685 ... -0.953837   -0.5823834
   0.99688286]
 ...
 [-0.01588891 -2.4433916  -0.46789968 ... -3.6389282   1.7109054
  -2.3547401 ]
 [ 0.01893852  2.8983731   0.97369295 ...  1.8468161   0.38805085
   0.35744554]
 [-0.50096065 -8.606452    2.2767634  ...  4.653449   -5.709211
  -4.403854  ]]",,[],0.11896896127842656,0.2939648951154376
1,50,Transformation_Matrix_W,"[[ 0.6033376  -0.27596223  0.20636314 ... -0.42850277 -1.2511286
   3.273015  ]
 [-0.15131325  2.1932385  -1.1497982  ... -0.3465257   0.20717195
   0.8785786 ]
 [-1.4953302  -0.9770916  -0.46220052 ... -0.32436067 -0.2442651
  -0.302803  ]
 ...
 [ 1.4394218   0.3452879  -0.45366126 ... -0.9203058  -1.4329029
   0.07001975]
 [-1.1319332  -1.0891068  -0.18968529 ...  0.05719426  0.647738
  -0.66770375]
 [ 0.54273456 -1.2985476   0.6028642  ...  0.44172084 -0.76189244
  -1.960838  ]]",,[],0.12062077443146896,0.3178666855691399
2,50,Transformation_Matrix_W,"[[ 0.53896546 -1.6882949  -1.6065011  ...  0.80616224 -2.5587225
   2.898497  ]
 [-1.8367168   2.260526   -0.7067984  ... -0.5321346   0.08215436
   0.9871721 ]
 [-2.181953   -1.8760464  -0.5139926  ...  0.8608022  -2.0241437
   0.6922785 ]
 ...
 [ 3.149718    1.6333752  -0.18583049 ... -0.37543482 -0.5159423
   1.973907  ]
 [-1.1661348  -0.26183936 -1.590104   ... -1.4969535   0.9482839
  -2.435771  ]
 [ 0.6545604   0.78655493  1.0162272  ...  2.5234191  -0.08615606
  -0.45125788]]",,[],0.12188844499078058,0.30497918916861605
3,50,Transformation_Matrix_W,"[[-0.25600177 -1.1856513  -0.59606475 ...  0.8580878  -1.4912311
   0.7623773 ]
 [-0.31469908  2.4863656   0.10975461 ...  1.2795568   0.15135148
   2.3561234 ]
 [-0.33967578  1.3854189  -0.8194858  ...  0.57946324 -0.3994204
   1.736581  ]
 ...
 [ 0.723249    1.3309865   0.05734006 ...  0.8826354  -0.03448668
   2.5425527 ]
 [ 0.19201648 -1.0990429  -0.46072203 ... -0.6571317  -0.54750264
  -0.33998224]
 [-0.06025908 -0.765897    0.13494578 ...  0.8880557  -0.56906015
  -1.7993269 ]]",,[],0.1559618930547019,0.361182957594752
4,50,Transformation_Matrix_W,"[[-0.0025279  -0.7421183  -0.42898887 ...  0.15084837 -0.46771502
   0.1358872 ]
 [ 0.63799876  0.8881935   0.39313877 ...  0.80344194 -0.09901041
   0.87701136]
 [-0.41153255  0.58292973 -0.43116584 ... -0.3170117   0.13276403
   0.4557432 ]
 ...
 [-0.35895818  0.07603025  0.15313229 ...  0.01614112 -0.5569384
   0.35335675]
 [ 0.34562564  0.3622491  -0.13189124 ... -0.2841529   0.53965735
  -0.34971467]
 [ 0.60233974 -0.17598616 -0.21695618 ...  0.1973965  -0.3330844
  -0.3354012 ]]",,[],0.15185156730178243,0.37780988362848905
5,50,Transformation_Matrix_W,"[[ 0.23098059 -0.00681788  0.20945206 ...  0.5565147  -0.26297313
   0.07181801]
 [-0.03212393  0.57143986  0.17936088 ...  0.78197056 -0.20318353
   0.6284726 ]
 [-0.16826917  0.97972625  0.17991757 ... -0.2253428   0.13359766
   0.18995985]
 ...
 [ 0.19788621  0.20276754 -0.0112077  ... -0.10593892 -0.35892025
   0.46597558]
 [ 0.60473    -0.37006405 -0.09038132 ...  0.00730571  0.03541965
  -0.37682727]
 [ 0.07636394  0.27924728  0.22842959 ...  0.50758225 -0.05046466
   0.11622222]]",,[],0.1585356484326982,0.38148716209268685
6,50,Transformation_Matrix_W,"[[ 0.31349307  0.19423    -0.19863647 ...  0.0957318  -0.21860573
   0.4015646 ]
 [ 0.01811676  0.1837942  -0.30297175 ... -0.04302113 -0.00661996
   0.44914183]
 [-0.44929746  0.30716962 -0.07429899 ... -0.08229635 -0.17441052
   0.24470939]
 ...
 [ 0.13032758  0.66616    -0.27389744 ...  0.1679561  -0.08963542
   0.5909572 ]
 [ 0.5321246  -0.22241797  0.17634144 ...  0.16878217 -0.00884714
  -0.23865998]
 [ 0.12157141 -0.07826314 -0.04525555 ... -0.00296387 -0.20180643
  -0.19351286]]",,[],0.15603872157344806,0.3977450210720081
7,50,Transformation_Matrix_W,"[[ 0.0837279  -0.15836269 -0.09330061 ... -0.14560689 -0.08617694
  -0.01749423]
 [ 0.00254626  0.24856035 -0.02608984 ... -0.02432157  0.10383813
   0.31600636]
 [-0.14347775 -0.23336095 -0.28513244 ... -0.38165253 -0.07738607
   0.07286842]
 ...
 [-0.22931975  0.35633653  0.16085671 ...  0.30265063 -0.0344904
   0.3560178 ]
 [ 0.10855358 -0.2032474  -0.18369067 ... -0.07243546 -0.07354746
  -0.10020288]
 [ 0.24736425 -0.21079092  0.07119017 ...  0.26560545 -0.16064571
  -0.1695035 ]]",,[],0.1854640442532268,0.43327181850370083
8,50,Transformation_Matrix_W,"[[-0.06584874 -0.08761511  0.03234739 ... -0.04411583 -0.00256256
   0.02050139]
 [-0.3775157   0.22429253 -0.06712487 ... -0.01032124  0.13026688
   0.22001846]
 [-0.3090279  -0.22343758 -0.08299168 ... -0.14391114 -0.08798902
  -0.02814938]
 ...
 [ 0.1668589   0.02813005  0.0443804  ...  0.0328604  -0.0282659
  -0.08345719]
 [ 0.3834249  -0.22431354  0.04696552 ...  0.13559972 -0.05567846
  -0.14706984]
 [-0.12469587 -0.13737567  0.22128063 ...  0.27051523 -0.12823746
  -0.07148385]]",,[],0.21269975414874,0.45415088717416113
9,50,Transformation_Matrix_W,"[[-0.15537302 -0.15593845  0.07248557 ... -0.03004137 -0.02825304
  -0.10614616]
 [-0.13528584 -0.03384361 -0.04860687 ... -0.10407609  0.07432833
  -0.01638837]
 [-0.1722587  -0.09361859 -0.02424052 ... -0.00266779 -0.03962378
  -0.01159501]
 ...
 [ 0.04233414 -0.0482861  -0.02278921 ...  0.02121053 -0.04130769
  -0.05777891]
 [ 0.07247224 -0.07305332  0.04610414 ...  0.03981433 -0.02770063
  -0.02808644]
 [-0.12987378  0.04946688  0.13821292 ...  0.24351479 -0.0300849
   0.08435073]]",,[],0.19072679778733867,0.4543184891379729
