,Train_Data_Size,Transformation,W,b,Residuals_Per_Image,Accuracy,Co_Sim_CLS
0,450,Transformation_Matrix_W,"[[ -38.07094      24.19861      85.56537    ...  174.54372
   -53.466476     88.76374   ]
 [ -79.54923    -172.34256      11.683763   ...  -56.686848
     0.20806983  -72.31767   ]
 [ -24.388496    -32.45701      61.29246    ...   53.585594
  -113.606415     40.867397  ]
 ...
 [  27.157772    107.74782     -35.685955   ...  -69.910126
   100.88064      91.594376  ]
 [  69.977135     25.25931     -12.949035   ...  -57.216717
   -29.921906     28.609879  ]
 [ -12.665325    -30.175556    -31.305304   ...   17.29765
   -60.24451      -0.47383264]]",,[],0.11827750460971112,0.19021140873725056
1,450,Transformation_Matrix_W,"[[  55.533463    93.648       43.505756  ...   68.71062   -107.748344
   -52.226215 ]
 [  60.740406    17.086042   -39.17928   ...  -65.518654    17.360662
     4.8956113]
 [   3.1200166   64.63505    -83.5003    ...  -65.29921     -7.361738
   -27.059086 ]
 ...
 [  60.373955    49.122223   -60.18989   ...  -49.393776    37.83145
    88.61498  ]
 [  68.095856     2.9655788   11.349212  ...   89.39727      1.3880872
    32.60687  ]
 [ -75.06848   -135.479      -59.821617  ...  -63.227493   -89.55721
   101.01327  ]]",,[],0.13859864781807008,0.2340172880697602
2,450,Transformation_Matrix_W,"[[ 37.04351   -31.597939  -20.013847  ... -32.7091    -88.47383
   -5.878891 ]
 [-50.956326  -10.057916  -56.336666  ...  -1.0793146  45.087616
  -18.61918  ]
 [ 25.341661   33.00665   -18.919043  ...   9.811888  -21.273504
   14.294751 ]
 ...
 [ -6.6767445   4.539551  -17.378447  ...  -4.47935    -2.4889932
   31.25138  ]
 [-43.004242    7.468465   11.920738  ...  67.518875   -6.825082
    5.5653887]
 [ 18.711761    8.272788   44.774387  ... -14.501025    1.3367988
   20.7722   ]]",,[],0.1609941610325753,0.28360251884642046
3,450,Transformation_Matrix_W,"[[-18.265766  -22.245604  -12.833184  ...  -4.207379  -21.959005
  -18.239113 ]
 [-11.989825   19.973587    7.647884  ...  30.34013   -13.245022
   35.35645  ]
 [-10.715806    0.9039235   0.8963507 ...  21.100657   17.109411
   21.535896 ]
 ...
 [ 13.502774   31.508512   -1.9224409 ...  11.4341755  -4.2655373
   12.783221 ]
 [ 34.49952    19.681658   -5.351303  ... -12.037931    4.655701
   15.112774 ]
 [  6.182729   28.068064   11.907908  ...  22.65904    15.873763
    9.313428 ]]",,[],0.17828057775046097,0.29838805669502194
4,450,Transformation_Matrix_W,"[[  4.6749706    3.810071     0.24638906 ...   5.34651     -2.9725223
    1.2789503 ]
 [  4.6343045    2.4930916   11.802467   ...   6.182834    -4.1677256
    2.0234444 ]
 [  2.630795    -4.2963986    7.858623   ...   5.305718    -2.2795146
    1.1518276 ]
 ...
 [  4.213929     6.523272     5.0590334  ...  -4.4769225   -0.2753072
    0.4641853 ]
 [ 15.629435    -6.041827     8.894325   ...  -0.83818924  -2.464584
  -13.572401  ]
 [  9.011378    -3.2794933    5.519997   ...   4.6279316   -9.647888
    0.5732707 ]]",,[],0.23674708051628765,0.3492814117186778
5,450,Transformation_Matrix_W,"[[ 0.93999255  5.2062697   0.70920074 ... -0.970115   -4.0187955
   6.1138425 ]
 [ 0.5354707  -2.309817    3.5609994  ...  2.3498077  -0.88989353
  -1.2744713 ]
 [-5.449774    5.0801315   5.1875625  ...  6.2424035  -1.7108564
   0.78854144]
 ...
 [ 6.897644   -0.15309907 -0.41679192 ...  4.3086987  -2.4163768
   8.5157    ]
 [-5.079977   -4.5077896  -1.9166564  ... -7.013149   -1.3263794
  -6.671427  ]
 [ 3.0756977   0.38827246  4.497983   ... -1.7616305   0.4151832
  -3.7596765 ]]",,[],0.22188076213890595,0.3534693184150818
6,450,Transformation_Matrix_W,"[[ 4.091225    1.8577973   1.5457971  ...  2.7161846   0.42455196
  -0.06156029]
 [ 1.2499435  -1.2268839   2.5542343  ...  1.5568894  -2.4337509
   0.756926  ]
 [-3.9489608   0.03469958 -0.29748356 ...  2.1225529   1.0861251
  -0.9367093 ]
 ...
 [ 0.52738374  1.4989442  -0.8923275  ...  1.4565471  -2.3072622
  -0.10296052]
 [ 7.1209955  -4.9307313   3.422099   ... -0.8013469  -1.4363106
  -3.6613472 ]
 [ 0.36295566 -2.0453486   3.3228924  ...  0.23323193 -1.2834082
  -2.1970646 ]]",,[],0.2160417947141979,0.3457613287891744
7,450,Transformation_Matrix_W,"[[ 0.6568288   1.6967961  -0.05348685 ...  1.1856294  -1.4617451
   1.1284345 ]
 [ 2.0385118   1.7669652  -0.15392028 ...  1.1061159   0.8967339
   0.67502147]
 [-0.44444367  2.821606   -0.36406446 ...  0.6692479   1.496559
   4.412992  ]
 ...
 [-0.07458199  1.1201923  -1.0016209  ...  2.5527632  -0.6401307
   2.8247457 ]
 [ 0.5707083  -1.0354577  -0.3993909  ...  1.4259136   1.4552654
   0.42742842]
 [ 1.3732903   1.5899113  -1.1737434  ...  0.49727553 -0.8194955
   0.92351085]]",,[],0.26993700061462816,0.3923306848844674
8,450,Transformation_Matrix_W,"[[-0.8307759   0.9656319  -0.46773547 ...  0.18949191 -0.8315265
   0.9299656 ]
 [ 0.17548439  1.1036006   0.7631352  ...  1.863883    0.00602393
   1.2490644 ]
 [ 0.58252424 -1.9101303  -1.1311861  ... -0.52527446 -0.13069762
  -1.0568128 ]
 ...
 [ 0.56195104  0.02427106  0.30892056 ...  1.1584746  -0.25144306
   1.665007  ]
 [-0.03981292 -1.3798205  -0.45024434 ... -0.43523416  0.3595327
  -0.2187618 ]
 [ 1.9990456  -2.5214767  -0.6113342  ... -0.59244466 -0.65137815
   0.6227117 ]]",,[],0.271819299323909,0.40844910868262774
9,450,Transformation_Matrix_W,"[[-1.4540472   1.2989485  -0.96778506 ...  0.2314985  -0.16914862
   1.5358249 ]
 [ 0.31376466 -0.9023206   0.70014906 ...  0.43857655 -0.46953887
  -0.4749204 ]
 [-0.13030161 -0.3386953  -0.19356084 ... -0.3121465   0.29185733
  -0.04163951]
 ...
 [ 0.7020816   0.02362988 -0.32453543 ... -0.8880752  -0.0642342
  -1.1780761 ]
 [-0.2699269   0.65440154  0.7391575  ...  2.0828238  -0.03877271
   1.8818837 ]
 [ 1.8455617  -1.1256846   0.41317707 ...  0.38455492  0.43844813
  -0.16031055]]",,[],0.28353564843269824,0.40924727162506425
