,Train_Data_Size,Transformation,W,b,Residuals_Per_Image,Accuracy,Co_Sim_CLS
0,250,Transformation_Matrix_W,"[[ -0.30005017  15.980338   -62.035336   ...  -8.890461    -6.4758124
   46.255775  ]
 [  9.994189   -11.116355   -21.305143   ...   0.20124665  28.132605
   -6.9346433 ]
 [-15.526188    -5.206377    14.445122   ...  33.417103   -15.527024
    0.7458186 ]
 ...
 [ -8.538074    46.434128    -8.281411   ... -30.567276    19.929502
   11.494833  ]
 [ 40.169777    34.423214   -11.341485   ... -29.093699     2.4905255
   13.211693  ]
 [ 21.135431    -2.1639197   -6.4741015  ... -16.450676   -22.000387
   25.787981  ]]",,[],0.1105178242163491,0.25771142157934224
1,250,Transformation_Matrix_W,"[[ 15.907288   13.759018   -9.787397  ...  20.895845  -20.814753
   24.067207 ]
 [ 62.97631   -50.64404    10.018387  ... -27.618698    5.9865546
  -43.046738 ]
 [ -4.2590966  18.930696   14.689365  ...   8.079571   -5.58628
    3.0778701]
 ...
 [  9.490514   20.237095   10.567455  ...   7.3347235   4.6646633
    5.5375824]
 [ -2.6287305 -18.463327   14.295878  ... -15.679458   -5.2381315
  -16.0397   ]
 [-18.899155    4.5890784 -11.103357  ... -21.347258   -7.749234
   -3.284249 ]]",,[],0.14182544560540872,0.26526030737000544
2,250,Transformation_Matrix_W,"[[ 15.456174     6.1381416  -18.11042    ...   4.7708325   -5.0428185
    1.1185167 ]
 [ 30.223011    -1.1500754  -13.161898   ... -31.747952    20.904493
  -16.858763  ]
 [  6.6870823   -7.750457    12.958933   ...   5.3191915  -21.968012
   -8.386902  ]
 ...
 [  2.0196698    1.1536019   -5.1689544  ... -11.5004835   -2.52906
   -1.6069406 ]
 [-13.57852    -14.631836    -0.29513246 ...  -2.5235522   10.855333
   -5.53877   ]
 [ -7.248516   -20.770035    -2.9029877  ...   4.8238473   -5.8759384
    2.0627756 ]]",,[],0.1646819299323909,0.32555602977844067
3,250,Transformation_Matrix_W,"[[ 0.2414391  -3.9179351  -4.3156385  ...  4.8267975  -8.996406
   6.1696935 ]
 [-2.0982926  -5.695684   -0.58742994 ...  0.9605703  -0.265099
  -0.64212346]
 [10.449579   -7.1304154   6.329739   ...  8.522926   -1.8874938
   7.120397  ]
 ...
 [-2.6286435  13.393486   -8.257579   ... -2.1212595   3.1911988
   8.964861  ]
 [ 7.24534    -4.8528457  -4.95925    ... -4.1430187  -0.384606
  -0.6256927 ]
 [-3.1641004  10.873133    1.0875512  ...  9.263543    1.3783633
   9.915456  ]]",,[],0.18984326982175784,0.3541232376778155
4,250,Transformation_Matrix_W,"[[ 1.2810214   1.9850475  -0.08594134 ...  1.487827   -2.281442
  -2.5317032 ]
 [-0.581288    0.52102274  1.4298921  ... -0.45674565  0.8489454
  -0.12139956]
 [-0.3725437   1.5343517  -0.8825458  ...  0.6604095   2.0722692
   0.7377297 ]
 ...
 [-0.66211116  6.5829825   3.258594   ...  5.6485853  -2.1201718
   3.7673225 ]
 [ 8.11749     3.4510708   0.64061815 ... -2.9821565   1.6676435
  -1.609526  ]
 [-0.7278391   1.1897041  -0.6439266  ... -6.4405484   2.2613256
  -0.93396896]]",,[],0.2368239090350338,0.3946746753240393
5,250,Transformation_Matrix_W,"[[-0.25109375  0.3427502  -1.2468174  ... -1.5699341  -2.061169
   0.14779732]
 [-0.85846406  0.9093828   1.6093642  ...  1.8347039   0.34831455
  -0.9917909 ]
 [-0.3593464   0.7973197   0.6772134  ...  0.61432314 -0.4797385
   0.12958455]
 ...
 [ 0.37104106 -0.4067259   2.0985355  ...  6.4435563  -1.9140162
   3.4344199 ]
 [ 1.7815752  -0.6384805  -0.88818645 ... -2.0033934  -0.12460513
  -0.39695072]
 [ 0.3457533   0.45780385  2.005472   ...  0.74116063 -0.01357341
   0.8534561 ]]",,[],0.22983251382913336,0.4020898275498383
6,250,Transformation_Matrix_W,"[[ 0.8465605   1.339652   -1.3848859  ... -1.602558    0.7620638
   0.59287184]
 [ 0.40751976  1.1108052  -0.13374375 ...  1.5610188  -1.4766222
   0.23045288]
 [-0.27373958 -0.01886157  0.27096012 ... -0.07154552  0.34623656
  -0.15496437]
 ...
 [ 1.5574527  -0.69685775 -0.6148609  ...  0.76208556 -1.1478021
  -0.34939644]
 [ 2.7526407  -0.0394057  -0.01493235 ...  0.5844166  -0.3247779
   0.60601693]
 [-0.25408003  1.4993975  -0.01221626 ... -0.23947579  0.23958129
   1.0039463 ]]",,[],0.23636293792255686,0.40153376681213004
7,250,Transformation_Matrix_W,"[[-0.8451784   1.2368276  -0.37562177 ... -1.3077128   0.13312103
   0.14256446]
 [ 0.50666255  2.3095944   0.20534293 ...  0.28324676  0.3676771
   0.15518507]
 [-0.16466695  0.39043427  0.29801843 ... -0.8945862   0.17500986
   0.18660082]
 ...
 [ 0.8240181   0.04254871 -0.8206769  ... -0.42295042 -0.22460489
  -0.45368606]
 [ 0.62451196 -0.6491886   0.25840917 ... -0.29934815  0.5234056
  -0.26673955]
 [ 1.2300642   0.58443624  0.16163592 ...  0.7046795  -0.6776884
  -0.15597895]]",,[],0.2833819913952059,0.44808879882756264
8,250,Transformation_Matrix_W,"[[-1.1803628   0.30703267  0.02423458 ... -0.44166854 -0.05456382
   0.41835684]
 [-0.7390926   1.0837631   0.33860743 ...  0.75350106  0.23362915
  -0.0473194 ]
 [ 0.14222106 -0.42660153  0.0790006  ... -1.0279982  -0.16950274
  -0.7645004 ]
 ...
 [ 0.59407717  0.17204985  0.02833353 ...  0.69384676 -0.3703506
   0.5960908 ]
 [ 0.11442152  0.15303925  0.2799449  ... -0.13128859  0.48703843
   0.21189685]
 [ 0.9470994  -0.43197227  0.22046001 ...  0.371189   -0.26404223
  -0.52502143]]",,[],0.3030885064535956,0.46324531561912424
9,250,Transformation_Matrix_W,"[[-0.72973245  0.18023108 -0.5482513  ... -0.09315544 -0.03017286
   0.2523689 ]
 [-0.09268183  0.12038584  0.0741121  ...  0.419942   -0.07930488
   0.09836329]
 [ 0.32428205  0.1753956   0.13357307 ...  0.02874495  0.07386732
  -0.152371  ]
 ...
 [ 0.07837625 -0.17206101  0.11323383 ...  0.4501372  -0.2715179
  -0.5659536 ]
 [ 0.5367687   0.14863567  0.44498768 ...  1.0246881   0.12311725
   0.42294014]
 [ 0.46061444  0.04584466 -0.17041568 ...  0.17797378  0.19038008
   0.1578328 ]]",,[],0.2988245236631838,0.47111966979005704
10,250,Transformation_Matrix_W,"[[-0.2685267   0.29847988 -0.13142025 ...  0.10508965  0.05563224
   0.08480702]
 [ 0.03396438  0.17989707  0.11577212 ... -0.10273854  0.24790834
   0.04483959]
 [ 0.2757372  -0.28924745  0.09031397 ... -0.16483234 -0.01918751
  -0.25562173]
 ...
 [-0.09355036  0.00476328 -0.21312171 ... -0.2874865   0.07424929
   0.21991616]
 [ 0.1689608   0.5026895   0.06723657 ... -0.01934289  0.41634372
   0.24075802]
 [ 0.08012228 -0.11547185  0.01411649 ... -0.19350179 -0.02616242
   0.08040483]]",,[],0.2956361401352182,0.4648428956911663
11,250,Transformation_Matrix_W,"[[-0.07052281  0.12510057 -0.20296034 ... -0.03644291 -0.07001652
   0.13597858]
 [ 0.35007602  0.35454342  0.00712835 ...  0.12896872  0.16356654
   0.10309646]
 [ 0.3262651  -0.47116503 -0.1333688  ... -0.40913576 -0.04696538
  -0.14451502]
 ...
 [ 0.21000642  0.19095166  0.25847012 ...  0.3409932   0.2791995
   0.41984814]
 [ 0.20520817  0.37389597  0.10555869 ...  0.15908042  0.28022295
   0.36937004]
 [ 0.19241641 -0.16406043  0.222619   ...  0.23336734 -0.01771664
  -0.16359016]]",,[],0.3343577135832821,0.4911815776725366
