,Train_Data_Size,Transformation,W,b,Residuals_Per_Image,Accuracy,Co_Sim_CLS
0,150,Transformation_Matrix_W,"[[  1.6748201   12.964502    -1.6669028  ...  12.708313    -2.7123802
   12.047184  ]
 [  5.8579636    3.6829717   -0.231129   ...   8.8486395    4.682289
  -12.420409  ]
 [-18.063053    14.645094     0.60319996 ...   9.566085     9.869447
   19.49669   ]
 ...
 [ 12.628341    -0.3880278   -6.3320336  ...  -5.6424475    7.9052606
   -3.9971197 ]
 [ 25.74215      0.87183553   5.0453243  ...  15.836378    -3.4572823
    5.610297  ]
 [  3.274969   -16.928076     5.775414   ...   9.024577   -10.872083
   -8.194365  ]]",,[],0.10986478180700676,0.27586009743319095
1,150,Transformation_Matrix_W,"[[13.177078   -1.5461844  -7.943648   ...  7.021327   -8.409797
  12.432213  ]
 [ 1.8084384  -2.602932    3.264353   ...  0.14788498  2.1790714
  -2.1726618 ]
 [ 0.5080379  10.431139   11.669035   ... 10.7293825   4.94181
   4.414425  ]
 ...
 [13.267687   -1.5122968   4.6948166  ...  7.7423267  -0.97270936
   4.005202  ]
 [-5.634542   -7.3967147   3.242212   ...  0.12910944  0.9425097
  -4.2621927 ]
 [-5.967234   -7.9543114  -0.6134149  ... -1.3050827  -1.1717801
   1.9084173 ]]",,[],0.12692071296865395,0.26178816586952536
2,150,Transformation_Matrix_W,"[[ -4.4564214   -3.4895873   -5.1952     ...  -2.6035361   -8.601692
    3.479259  ]
 [  5.559455    11.46246      6.343671   ...   4.7514997    6.350325
   -1.6741043 ]
 [  0.5030553   -4.809654     4.6761556  ...   4.2930007  -12.852172
   -0.37830746]
 ...
 [  8.093238     1.0380087   -2.562412   ...   6.15762     -0.6765344
   -1.9186479 ]
 [-11.802006     1.2230588   -5.2200203  ...  -0.30248892   1.6297855
   -4.5465817 ]
 [-10.566256    -1.531909    -0.55793816 ...   1.0146878   -0.28717902
    2.7179582 ]]",,[],0.1583819913952059,0.3274217703418591
3,150,Transformation_Matrix_W,"[[-0.3530728  -3.1161015  -3.1261084  ... -3.404596   -2.386206
   1.3194896 ]
 [ 2.2602866  -3.7492266   2.8407986  ...  2.0993042  -2.0445278
   1.1671232 ]
 [ 1.6419063   4.366702    1.5095723  ...  3.025871   -0.01785563
   6.0219603 ]
 ...
 [ 1.4619876   6.733076   -2.6616154  ...  4.788275    1.7512866
   6.22954   ]
 [ 6.2995915  -3.4436288  -7.946023   ... -8.0028715   0.6455738
  -2.7109709 ]
 [-2.5823877   5.43554    -1.2100072  ...  0.7638621  -0.16656679
   4.761227  ]]",,[],0.18338967424708053,0.3635221227673992
4,150,Transformation_Matrix_W,"[[ 0.6684375  -1.4543781  -1.0711511  ...  1.3151861  -1.6933993
   0.2830287 ]
 [-0.21023014  2.723734    1.4039934  ...  1.3628669  -0.06138995
   0.27637878]
 [ 0.35284787  1.1623671  -1.2696285  ... -1.3281579   0.3703738
   0.44683167]
 ...
 [-0.6881316   1.513876    0.762976   ...  3.9106205  -1.0521588
   1.7876993 ]
 [ 3.9116554  -0.944471    1.0913644  ... -0.7762175  -0.17332873
  -0.6798672 ]
 [-0.14299206  0.26013196 -0.29353073 ... -1.7924558   0.1517843
  -0.5146222 ]]",,[],0.21450522433927474,0.40240296369981415
5,150,Transformation_Matrix_W,"[[ 0.1631891  -1.6728911  -0.49242753 ... -0.41390595 -1.3194828
  -0.07462645]
 [-0.41612118  0.35660887  1.0434669  ...  2.2452872  -1.0225453
  -0.35286972]
 [-0.14579347  2.2319643   0.34587073 ... -0.47473153  0.79521686
   0.34072676]
 ...
 [-0.1469419  -1.234506    0.26154873 ...  0.9575757  -1.0345365
   0.48043483]
 [ 1.2703738  -0.7965995  -0.47435606 ... -0.403504   -0.4231147
   0.41352707]
 [ 0.38133988 -0.73806256 -0.09660032 ... -0.7969758   0.17535123
   0.03752842]]",,[],0.19671942224953903,0.40542004464299436
6,150,Transformation_Matrix_W,"[[ 0.24787518  0.7550747  -0.834935   ... -0.19158171 -0.16984384
   1.0458688 ]
 [-0.18024819  0.9913024  -0.43505388 ...  0.49646616  0.0077951
   0.3282126 ]
 [-0.34335098  0.18295273  0.27783814 ... -0.57841825  0.09772456
  -0.08090482]
 ...
 [ 0.41715986  1.0998168   0.3216832  ...  1.0591584  -0.34136447
   0.7676574 ]
 [ 0.82798046  0.63041794 -0.44189045 ... -0.62054384  0.15176117
   0.4261467 ]
 [ 0.2564867  -0.18372408 -0.0334739  ... -0.37756234 -0.2538523
  -0.5508921 ]]",,[],0.20044560540872772,0.40359919567658803
7,150,Transformation_Matrix_W,"[[-5.45996308e-01  4.94320422e-01 -4.17998761e-01 ... -7.26087809e-01
   1.70918688e-01  4.22872640e-02]
 [ 6.48069739e-01  1.54748917e+00 -7.10053504e-01 ... -2.23825559e-01
   4.42270875e-01  8.30831826e-01]
 [-2.05875024e-01 -2.04929844e-01  1.44630253e-01 ... -6.40760422e-01
  -1.21042103e-01 -2.87914246e-01]
 ...
 [ 4.26928431e-01 -1.04669541e-01  1.98313192e-01 ...  5.20628989e-01
  -2.54596770e-01  1.06096573e-01]
 [ 2.42378443e-01 -1.80189937e-01 -2.49674767e-01 ... -3.27958800e-02
   1.61859230e-03 -4.37736005e-01]
 [ 9.52336967e-01 -4.35132533e-01  1.20714125e-04 ...  3.21938753e-01
  -5.55817664e-01 -7.49215424e-01]]",,[],0.24320067609096496,0.4370539134931213
8,150,Transformation_Matrix_W,"[[-0.2306301   0.2316772   0.08864322 ...  0.24542679 -0.13794944
   0.43872547]
 [-0.22317411  0.5423676   0.01548943 ...  0.3991521   0.20625418
   0.520549  ]
 [-0.2705554  -0.30424196 -0.07918756 ... -0.8562124  -0.17887698
  -0.33889917]
 ...
 [ 0.48182592  0.09474991  0.16888176 ...  0.7438229  -0.15014797
   0.23894735]
 [-0.12105848 -0.26316333 -0.01233146 ... -0.33547255  0.2941621
  -0.31484407]
 [ 0.48374528 -0.9709975   0.21297623 ...  0.24778903 -0.28772804
  -0.3277396 ]]",,[],0.26694068838352797,0.46833392948424785
9,150,Transformation_Matrix_W,"[[-3.26397836e-01 -1.39869571e-01  7.59892864e-04 ...  1.34734318e-01
  -1.65670425e-01  2.82916371e-02]
 [ 7.15763672e-05  1.26856014e-01 -1.06177755e-01 ... -6.96841031e-02
  -3.17239622e-03 -9.76768807e-02]
 [-2.26036862e-01  2.65166759e-01 -3.68422605e-02 ... -4.08642381e-01
   1.38230771e-01 -8.82499889e-02]
 ...
 [ 8.70886520e-02 -1.55899838e-01  1.32574871e-01 ...  7.80036226e-02
  -9.11272839e-02 -1.74635902e-01]
 [ 2.06139207e-01 -3.00631106e-01  1.12398297e-01 ...  1.93124682e-01
   7.96199962e-02 -1.03939749e-01]
 [ 1.34017959e-01 -1.87341601e-01 -1.91294566e-01 ...  9.61372405e-02
   4.90724072e-02  3.03969800e-01]]",,[],0.2726259987707437,0.48231430370040257
