,Train_Data_Size,Transformation,W,b,Residuals_Per_Image,Accuracy,Co_Sim_CLS
0,550,Transformation_Matrix_W,"[[ 158.67706   -170.27684     97.76763   ...  219.3805    -111.37494
   183.91328  ]
 [ -78.79336   -165.28615   -193.3201    ... -363.84744    195.2737
   -69.71687  ]
 [ 178.03175    100.67461     22.533518  ...   -8.5499525  -86.22176
     9.528719 ]
 ...
 [ 103.68968    107.140816  -164.71873   ... -164.54646    180.51517
    97.2808   ]
 [ 286.7677    -284.22452    111.15296   ... -140.98824    -52.593987
     4.3402534]
 [ -10.269387  -206.80037   -323.65854   ...  -98.99005    -25.922876
   299.33813  ]]",,[],0.11266902274124155,0.15751178450973966
1,550,Transformation_Matrix_W,"[[  89.43601     90.10486     88.16842   ...  142.3536    -271.19714
    64.08882  ]
 [ 121.87244   -240.37836   -166.51024   ... -148.8141     -62.558968
   -24.595798 ]
 [  94.856384    73.54701    -19.574759  ... -110.20565     42.210823
   -27.446451 ]
 ...
 [  -3.7893493   68.047455    37.736416  ...  113.54787    -69.696625
    74.049835 ]
 [  15.693964   212.475     -111.38397   ...  -21.34958    152.31432
   259.8608   ]
 [ -49.482567  -143.0741     131.46236   ...   61.977818  -151.78185
    60.524834 ]]",,[],0.1379840196681008,0.2182993698288533
2,550,Transformation_Matrix_W,"[[ 133.65857    -92.86013      6.295475  ...    9.117684   -74.375694
  -150.72958  ]
 [-112.29366    -75.5283     -29.137869  ...    4.9048424  -57.89047
  -192.34851  ]
 [  93.41833     74.17704    -84.1679    ...  -51.71009     70.961494
    51.52414  ]
 ...
 [  20.464886   -31.926989   -36.3003    ...   80.806526     1.6706011
    43.88932  ]
 [-121.82954    109.946335    29.533842  ...  112.1328     -15.27378
    95.85703  ]
 [ -49.51172    178.44302     77.84046   ...  -69.05086     23.711792
    93.16691  ]]",,[],0.15738322065150584,0.26178575590875286
3,550,Transformation_Matrix_W,"[[  0.29417586 -65.040855   -13.78486    ... -18.68484    -18.224537
  -47.07541   ]
 [ -3.2828066   13.9407835   20.765629   ...  25.025223   -11.450425
   21.87629   ]
 [ -0.26742557  42.146206    21.474749   ...  30.783024    37.713486
   41.107094  ]
 ...
 [-16.539202    53.564903     1.9223788  ...  17.458075   -15.594962
   16.584507  ]
 [-17.746517    11.025375   -42.418003   ... -16.793877    13.772357
   16.722582  ]
 [ 18.097973    -8.526326    -4.906467   ... -47.476738    25.499142
  -19.120987  ]]",,[],0.18677012907191148,0.27093588284397596
4,550,Transformation_Matrix_W,"[[ 9.6797600e+00  2.1582787e+01  4.9557405e+00 ...  1.6323769e+01
   7.5772524e-01  1.2385563e+01]
 [ 3.5754640e+00  1.6519085e+00  1.8860044e+01 ...  4.8911886e+00
   4.7232995e+00 -1.5800530e+00]
 [ 4.3930478e+00 -1.0590918e+01  1.8189749e+01 ...  1.6392591e+01
  -1.2386089e+01  9.0432930e+00]
 ...
 [-7.0971184e+00  2.6091585e+01 -5.9138703e+00 ... -1.9588901e-02
   8.1721687e+00 -1.3196619e+00]
 [-6.3213887e+00 -7.1933502e-01  1.0583540e+01 ... -9.3126736e+00
  -4.8262844e+00 -2.5134962e+01]
 [-5.9281263e+00 -1.6298213e+00  1.4954690e+00 ...  3.0514154e-01
  -7.8907628e+00 -1.3806340e+01]]",,[],0.22022894898586357,0.3099234634301001
5,550,Transformation_Matrix_W,"[[ -9.207558     3.9609692    4.396304   ...   2.3434849  -10.201386
   12.423309  ]
 [ -6.8593116   -5.830527    -1.3461516  ...  -5.927643     6.466944
   -1.9347996 ]
 [ -3.3644946   13.516722    12.31417    ...  10.79419      2.3904672
   -3.8631332 ]
 ...
 [  2.8451397   -0.8126448    5.63678    ...   2.820363    -0.04784594
    1.399542  ]
 [-10.231075    -9.497192    -1.0472153  ... -11.064454     3.9476588
   -5.0971785 ]
 [  4.6764727   -2.6368544    9.868657   ...  -0.5397276   -2.3427486
   -1.6488962 ]]",,[],0.2056699446834665,0.31250341251236213
6,550,Transformation_Matrix_W,"[[ 6.560158    0.63772595  2.6884449  ...  4.015538   -3.5722206
   0.77892   ]
 [ 2.707073   -4.234378    2.3156605  ... -1.6784528  -1.3509653
  -3.7220392 ]
 [-1.7198963  -1.0820147  -0.43919557 ...  3.0006163   1.5293944
  -2.7400646 ]
 ...
 [ 4.0809402  -2.006778   -1.0264482  ...  1.3824067   0.02547266
  -1.9662138 ]
 [ 5.7620473  -7.356915    7.6975307  ...  2.3712533  -2.266037
  -7.023888  ]
 [ 0.6297999  -6.394856    4.815774   ...  3.06288    -3.9928298
  -6.248027  ]]",,[],0.21131684081130916,0.323288342510453
7,550,Transformation_Matrix_W,"[[ 2.0270844  -1.3934416   1.2679062  ...  1.1632851  -1.5142113
  -0.20864321]
 [ 1.7590814  -0.15152355 -1.360554   ... -2.5013697   3.4686925
   0.46755365]
 [ 2.9389153  -1.0994935   1.7901156  ... -0.73801535  0.93924737
  -1.1158546 ]
 ...
 [ 5.2841983  -0.80349183  0.06766854 ...  0.43288505 -0.55914843
   2.861716  ]
 [-0.25514615 -2.6053367   0.6331881  ...  1.6203718   0.36388227
  -5.775902  ]
 [ 0.90783364  6.831767   -3.4177365  ... -1.5027946  -0.5085572
   1.8098769 ]]",,[],0.2501536570374923,0.3509958490399822
8,550,Transformation_Matrix_W,"[[ 0.9795855  -0.37838545 -1.7227767  ... -0.83530945 -0.05430143
   1.6159084 ]
 [ 0.47642553  3.3289876  -1.3958316  ...  1.6062251   1.5725446
   2.7562647 ]
 [ 0.24576318 -1.0933284  -1.3736607  ...  0.2519717   0.1771409
  -0.5732756 ]
 ...
 [ 1.170249    0.14388548  1.6036221  ...  2.0717542   1.7556766
   2.0470705 ]
 [ 0.8087319  -1.6924604  -0.7891686  ... -1.7770408   0.57162565
  -1.4946368 ]
 [ 2.0047524  -0.13297704 -0.03769408 ...  2.12344    -0.38204175
   2.0311313 ]]",,[],0.24792562999385373,0.3615685298636153
9,550,Transformation_Matrix_W,"[[-1.4465859   0.8298447  -1.1619195  ...  1.3124653  -0.6795093
   1.6484262 ]
 [ 0.09982652  0.8779037   0.7651127  ...  1.9850883  -0.24628197
  -0.2243853 ]
 [-1.8454214  -1.2614267  -2.067243   ... -1.4855857  -0.14674908
  -0.01572562]
 ...
 [ 0.29758632 -1.4769924  -0.26522377 ...  0.20564188 -0.9471822
  -2.3813732 ]
 [ 1.0999758   2.238044   -0.16607402 ...  0.38948965  1.2222298
   2.427214  ]
 [ 1.754313   -0.4951244   0.9841903  ...  1.1225463   0.39230666
   0.48440444]]",,[],0.258720036877689,0.36532907601656434
