,Classification_Accuracy,CLS_Cosine_Similarity
0,0.006888361045130641,0.4730899982681178
1,0.052256532066508314,0.49170407171201225
2,0.052256532066508314,0.49938715964254704
3,0.052256532066508314,0.503061809172534
4,0.049168646080760096,0.5038716392685668
5,0.05415676959619953,0.5072061089855252
6,0.08155186064924783,0.5169987753786222
7,0.2,0.5520161605543561
8,0.38305621536025336,0.626105650807872
9,0.5641330166270784,0.790885288908024
10,0.7977038796516231,0.9267170989152157
11,0.8334916864608076,0.9999999996989665
